road,model_type,name,lat,lon
Z7108,sourcesink,SoSi1451,23.7172216,89.7422497
Z7108,sourcesink,SoSi1452,23.3695827,90.0629167
Z7201,sourcesink,SoSi1453,23.375749300000003,89.3724993
Z7201,sourcesink,SoSi1454,23.2880552,89.3786104
Z7404,sourcesink,SoSi1455,23.5850274,89.1775827
Z7404,sourcesink,SoSi1456,23.7680271,88.945583
Z7405,sourcesink,SoSi1457,23.7188882,89.1553611
Z7405,sourcesink,SoSi1458,23.6661944,89.36616670000001
Z7406,sourcesink,SoSi1459,23.5482774,89.1669438
Z7406,sourcesink,SoSi1460,23.5539167,89.15738890000002
Z7407,sourcesink,SoSi1461,23.6418608,88.8575556
Z7407,sourcesink,SoSi1462,23.6412497,88.8411108
Z7408,sourcesink,SoSi1463,23.7789438,88.6438608
Z7408,sourcesink,SoSi1464,23.7781382,88.63416629999999
Z7409,sourcesink,SoSi1465,24.0174993,88.99322190000001
Z7409,sourcesink,SoSi1466,24.0620556,89.0203604
Z7411,sourcesink,SoSi1467,24.0201382,89.0156944
Z7411,sourcesink,SoSi1468,24.0012222,88.8766382
Z7412,sourcesink,SoSi1469,24.0048889,88.87555490000001
Z7412,sourcesink,SoSi1470,24.0300549,88.8116667
Z7451,sourcesink,SoSi1471,23.9306382,88.9929997
Z7451,sourcesink,SoSi1472,23.941333,89.00316670000001
Z7452,sourcesink,SoSi1473,23.8171938,88.7491108
Z7452,sourcesink,SoSi1474,23.7957774,88.7975552
Z7456,sourcesink,SoSi1475,23.8889719,88.8108056
Z7456,sourcesink,SoSi1476,23.7680271,88.945583
Z7457,sourcesink,SoSi1477,23.5458886,89.1548056
Z7457,sourcesink,SoSi1478,23.6520556,89.0451108
Z7458,sourcesink,SoSi1479,23.6598056,89.1966386
Z7458,sourcesink,SoSi1480,23.6844719,89.24583299999999
Z7460,sourcesink,SoSi1481,23.5605556,89.029666
Z7460,sourcesink,SoSi1482,23.4141389,89.13466629999999
Z7461,sourcesink,SoSi1483,23.9388608,88.997333
Z7461,sourcesink,SoSi1484,24.0048056,88.76525
Z7463,sourcesink,SoSi1485,24.0161667,88.9977497
Z7463,sourcesink,SoSi1486,23.9322771,89.0188049
Z7464,sourcesink,SoSi1487,23.9075278,88.9208882
Z7464,sourcesink,SoSi1488,23.8224716,88.86488890000001
Z7465,sourcesink,SoSi1489,23.9061111,88.917416
Z7465,sourcesink,SoSi1490,23.8145,88.9988052
Z7466,sourcesink,SoSi1491,23.790333,88.63124930000001
Z7466,sourcesink,SoSi1492,23.8501111,88.6857219
Z7467,sourcesink,SoSi1493,23.7635556,88.68388859999999
Z7467,sourcesink,SoSi1494,23.846888600000003,88.69966629999999
Z7468,sourcesink,SoSi1495,23.7177216,88.7505833
Z7468,sourcesink,SoSi1496,23.696944100000003,88.67308270000001
Z7469,sourcesink,SoSi1497,23.65375,88.5985552
Z7469,sourcesink,SoSi1498,23.6444441,88.59124969999999
Z7488,sourcesink,SoSi1499,23.3068333,88.8600278
Z7488,sourcesink,SoSi1500,23.2326938,88.8886386
Z7489,sourcesink,SoSi1501,23.398333,89.068166
Z7489,sourcesink,SoSi1502,23.3904163,88.9490274
Z7501,sourcesink,SoSi1503,23.1881108,89.3469441
Z7501,sourcesink,SoSi1504,23.222499300000003,89.3474997
Z7502,sourcesink,SoSi1505,23.169416,89.5133611
Z7502,sourcesink,SoSi1506,23.041583,89.6297771
Z7503,sourcesink,SoSi1507,23.180999300000003,89.6476941
Z7503,sourcesink,SoSi1508,23.0308327,89.7270271
Z7504,sourcesink,SoSi1509,23.1663056,89.4429441
Z7504,sourcesink,SoSi1510,23.2367219,89.45952779999999
Z7505,sourcesink,SoSi1511,23.1741938,89.47522159999998
Z7505,sourcesink,SoSi1512,23.1465274,89.5038889
Z7506,sourcesink,SoSi1513,23.1866941,89.64652740000001
Z7506,sourcesink,SoSi1514,23.400777800000004,89.597833
Z7551,sourcesink,SoSi1515,23.029166,89.2325271
Z7551,sourcesink,SoSi1516,23.1004722,89.0992219
Z7552,sourcesink,SoSi1517,22.9045,89.19952740000001
Z7552,sourcesink,SoSi1518,22.86,89.04027740000001
Z7553,sourcesink,SoSi1519,22.9083611,89.21930490000001
Z7553,sourcesink,SoSi1520,22.8233327,89.2713882
Z7602,sourcesink,SoSi1521,22.7123889,89.0709993
Z7602,sourcesink,SoSi1522,22.453527800000003,89.03472190000001
Z7603,sourcesink,SoSi1523,22.7124167,89.0709993
Z7603,sourcesink,SoSi1524,22.5783882,89.3005833
Z7604,sourcesink,SoSi1525,22.8234716,89.2719438
Z7604,sourcesink,SoSi1526,22.3488886,89.2885552
Z7605,sourcesink,SoSi1527,,
Z7606,sourcesink,SoSi1528,22.8003333,89.53866629999999
Z7606,sourcesink,SoSi1529,22.5751938,89.49874969999999
Z7607,sourcesink,SoSi1530,22.5814993,88.9983608
Z7607,sourcesink,SoSi1531,22.5862774,88.9610556
Z7609,sourcesink,SoSi1532,22.3055833,89.1063056
Z7609,sourcesink,SoSi1533,22.2682493,89.195583
Z7610,sourcesink,SoSi1534,22.3487497,89.288583
Z7610,sourcesink,SoSi1535,22.3372219,89.10638890000001
Z7613,sourcesink,SoSi1536,22.7591111,89.2539167
Z7613,sourcesink,SoSi1537,22.7704993,89.1816382
Z7615,sourcesink,SoSi1538,22.605,89.51991600000001
Z7615,sourcesink,SoSi1539,22.6882497,89.3074722
Z7617,sourcesink,SoSi1540,22.4534722,89.0348608
Z7617,sourcesink,SoSi1541,22.2373608,89.0880552
Z7618,sourcesink,SoSi1542,22.5462497,89.173416
Z7618,sourcesink,SoSi1543,22.3445552,89.1046944
Z7619,sourcesink,SoSi1544,23.0879997,89.11327779999999
Z7619,sourcesink,SoSi1545,22.907,89.13891629999999
Z7701,sourcesink,SoSi1546,22.399444100000004,89.81363890000002
Z7701,sourcesink,SoSi1547,22.4731382,89.6148056
Z7702,sourcesink,SoSi1548,22.6059167,89.849583
Z7702,sourcesink,SoSi1549,22.2116111,89.8099722
Z7703,sourcesink,SoSi1550,22.6059444,89.8494997
Z7703,sourcesink,SoSi1551,22.6546389,89.88880520000001
Z7704,sourcesink,SoSi1552,22.581166,89.96808270000001
Z7704,sourcesink,SoSi1553,22.9513611,89.821916
Z7705,sourcesink,SoSi1554,22.4672771,89.86102779999999
Z7705,sourcesink,SoSi1555,22.4665556,89.9431941
Z7706,sourcesink,SoSi1556,22.705027800000003,89.9665833
Z7706,sourcesink,SoSi1557,22.6990274,90.0919997
Z7707,sourcesink,SoSi1558,22.5971108,90.0115833
Z7707,sourcesink,SoSi1559,22.7457219,90.0989163
Z7708,sourcesink,SoSi1560,22.6652778,89.75838890000001
Z7708,sourcesink,SoSi1561,22.7928886,89.8763882
Z7709,sourcesink,SoSi1562,22.5795549,89.9629444
Z7709,sourcesink,SoSi1563,22.597638600000003,90.0120278
Z7710,sourcesink,SoSi1564,22.777916,90.1623333
Z7710,sourcesink,SoSi1565,22.7085,89.96730490000002
Z7711,sourcesink,SoSi1566,22.5013056,89.97905490000001
Z7711,sourcesink,SoSi1567,22.3997219,89.880916
Z7715,sourcesink,SoSi1568,22.5792771,89.9800271
Z7715,sourcesink,SoSi1569,22.5957219,89.9682771
Z7716,sourcesink,SoSi1570,22.6583056,89.95438890000001
Z7716,sourcesink,SoSi1571,22.6436941,89.8794993
Z7717,sourcesink,SoSi1572,23.6551944,89.7779993
Z7717,sourcesink,SoSi1573,22.4817216,89.6125
Z7718,sourcesink,SoSi1574,22.5743604,89.8515556
Z7718,sourcesink,SoSi1575,22.5633889,89.7828882
Z7719,sourcesink,SoSi1576,22.6563056,89.77544379999999
Z7719,sourcesink,SoSi1577,22.6427774,89.76638890000001
Z7801,sourcesink,SoSi1578,22.7928052,89.87636040000001
Z7801,sourcesink,SoSi1579,22.7996386,89.7350274
Z8002,sourcesink,SoSi1580,23.6980552,90.3449441
Z8002,sourcesink,SoSi1581,23.7929163,90.2691382
Z8003,sourcesink,SoSi1582,23.591138600000004,90.3116111
Z8003,sourcesink,SoSi1583,23.6374719,90.2481108
Z8004,sourcesink,SoSi1584,23.5472219,90.4874163
Z8004,sourcesink,SoSi1585,23.5429997,90.2960274
Z8005,sourcesink,SoSi1586,23.6157222,90.3325271
Z8005,sourcesink,SoSi1587,23.5533889,90.4144444
Z8009,sourcesink,SoSi1588,23.56225,90.1798882
Z8009,sourcesink,SoSi1589,23.6056111,90.2583889
Z8011,sourcesink,SoSi1590,23.40325,90.1517222
Z8011,sourcesink,SoSi1591,23.1889997,90.2493886
Z8012,sourcesink,SoSi1592,23.236333,90.3538611
Z8012,sourcesink,SoSi1593,23.4190271,90.220666
Z8021,sourcesink,SoSi1594,23.3095833,89.998333
Z8021,sourcesink,SoSi1595,23.3118333,89.86227779999999
Z8023,sourcesink,SoSi1596,23.286583,89.8088333
Z8023,sourcesink,SoSi1597,23.2797216,89.7519444
Z8031,sourcesink,SoSi1598,22.9725827,90.2222493
Z8031,sourcesink,SoSi1599,23.0162222,89.8351941
Z8032,sourcesink,SoSi1600,22.9897774,90.005
Z8032,sourcesink,SoSi1601,23.2028611,90.0469719
Z8033,sourcesink,SoSi1602,22.7506111,90.3199716
Z8033,sourcesink,SoSi1603,22.5824993,90.0923608
Z8034,sourcesink,SoSi1604,22.7907774,90.3000556
Z8034,sourcesink,SoSi1605,22.896888600000004,90.5030556
Z8035,sourcesink,SoSi1606,23.0479163,90.0134444
Z8035,sourcesink,SoSi1607,23.06225,90.1504444
Z8037,sourcesink,SoSi1608,22.701,90.3533889
Z8037,sourcesink,SoSi1609,22.7480552,90.1003611
Z8038,sourcesink,SoSi1610,22.8502778,90.2744993
Z8038,sourcesink,SoSi1611,22.8130556,90.2416663
Z8040,sourcesink,SoSi1612,22.7191104,90.3807216
Z8040,sourcesink,SoSi1613,22.8183882,90.3692493
Z8043,sourcesink,SoSi1614,22.896888600000004,90.5030556
Z8043,sourcesink,SoSi1615,22.7191104,90.3807493
Z8044,sourcesink,SoSi1616,22.6869441,90.3944441
Z8044,sourcesink,SoSi1617,22.4676382,90.3608056
Z8047,sourcesink,SoSi1618,22.605,90.3340552
Z8047,sourcesink,SoSi1619,22.622971600000003,90.2798604
Z8048,sourcesink,SoSi1620,22.7824993,90.1954163
Z8048,sourcesink,SoSi1621,22.8065556,90.1940552
Z8049,sourcesink,SoSi1622,22.9685549,90.16338890000002
Z8049,sourcesink,SoSi1623,22.9633611,90.1356663
Z8051,sourcesink,SoSi1624,22.6323327,90.2165278
Z8051,sourcesink,SoSi1625,22.636694100000003,90.2139722
Z8052,sourcesink,SoSi1626,22.4401663,90.1138889
Z8052,sourcesink,SoSi1627,22.3589444,90.3260827
Z8053,sourcesink,SoSi1628,22.3909719,90.581166
Z8053,sourcesink,SoSi1629,22.3311104,90.6072222
Z8054,sourcesink,SoSi1630,22.636388600000004,90.2701938
Z8054,sourcesink,SoSi1631,22.6143333,90.2150833
Z8055,sourcesink,SoSi1632,22.6293327,90.2067222
Z8055,sourcesink,SoSi1633,22.6337774,90.2027778
Z8056,sourcesink,SoSi1634,22.6427774,90.3430552
Z8056,sourcesink,SoSi1635,22.4967497,90.2423052
Z8057,sourcesink,SoSi1636,22.630249300000003,90.2746104
Z8057,sourcesink,SoSi1637,22.6342219,90.2658889
Z8058,sourcesink,SoSi1638,22.6364163,90.2702771
Z8058,sourcesink,SoSi1639,22.5126667,90.2151667
Z8059,sourcesink,SoSi1640,22.519916,90.2160833
Z8059,sourcesink,SoSi1641,22.5215827,90.2398052
Z8062,sourcesink,SoSi1642,22.5218049,90.2172216
Z8062,sourcesink,SoSi1643,22.5178604,90.1478608
Z8065,sourcesink,SoSi1644,23.2363886,90.3486108
Z8065,sourcesink,SoSi1645,23.4070833,90.2818882
Z8067,sourcesink,SoSi1646,23.4196382,89.89352740000001
Z8067,sourcesink,SoSi1647,23.4024167,89.937083
Z8121,sourcesink,SoSi1648,23.5705549,90.4977774
Z8121,sourcesink,SoSi1649,23.5487497,90.5354997
Z8201,sourcesink,SoSi1650,23.720666,90.37722159999998
Z8201,sourcesink,SoSi1651,23.698083,90.3451108
Z8203,sourcesink,SoSi1652,23.6660833,90.3061667
Z8203,sourcesink,SoSi1653,23.5318882,90.3395552
Z8204,sourcesink,SoSi1654,23.5783882,90.1436108
Z8204,sourcesink,SoSi1655,23.624416,90.2055
Z8205,sourcesink,SoSi1656,23.5396941,90.1706104
Z8205,sourcesink,SoSi1657,23.6185549,90.1558056
Z8206,sourcesink,SoSi1658,23.5972774,90.1349719
Z8206,sourcesink,SoSi1659,23.6422774,90.2092778
Z8207,sourcesink,SoSi1660,23.628166,90.1088056
Z8207,sourcesink,SoSi1661,23.6213604,90.0612778
Z8208,sourcesink,SoSi1662,23.7561111,90.3566389
Z8208,sourcesink,SoSi1663,23.733888600000004,90.3328604
Z8209,sourcesink,SoSi1664,23.6311382,90.0768327
Z8209,sourcesink,SoSi1665,23.770249300000003,90.0176382
Z8401,sourcesink,SoSi1666,23.4344997,89.9565833
Z8401,sourcesink,SoSi1667,23.4763327,90.02613819999999
Z8402,sourcesink,SoSi1668,23.6069722,89.8411108
Z8402,sourcesink,SoSi1669,23.4772216,90.024916
Z8404,sourcesink,SoSi1670,23.5036111,89.8832771
Z8404,sourcesink,SoSi1671,23.4229716,89.9003333
Z8405,sourcesink,SoSi1672,,
Z8408,sourcesink,SoSi1673,22.990833,89.830416
Z8408,sourcesink,SoSi1674,22.9169716,89.8573056
Z8412,sourcesink,SoSi1675,23.0202771,89.92530490000001
Z8412,sourcesink,SoSi1676,23.1188327,89.9033333
Z8414,sourcesink,SoSi1677,22.997083,89.8151111
Z8414,sourcesink,SoSi1678,22.983888600000004,89.7974163
Z8416,sourcesink,SoSi1679,23.567666,89.8515
Z8416,sourcesink,SoSi1680,23.557777800000004,89.9027778
Z8419,sourcesink,SoSi1681,23.1361108,89.92008270000001
Z8419,sourcesink,SoSi1682,23.1565,89.8070833
Z8420,sourcesink,SoSi1683,23.0563889,89.7702771
Z8420,sourcesink,SoSi1684,23.0531389,89.73255490000001
Z8429,sourcesink,SoSi1685,22.9081389,89.9014167
Z8429,sourcesink,SoSi1686,22.897388600000003,89.8907774
Z8430,sourcesink,SoSi1687,22.9056111,89.8808327
Z8430,sourcesink,SoSi1688,23.0066667,89.971666
Z8504,sourcesink,SoSi1689,22.906527800000003,89.8966108
Z8504,sourcesink,SoSi1690,22.894944100000004,89.89055520000001
Z8507,sourcesink,SoSi1691,22.897388600000003,89.8907774
Z8507,sourcesink,SoSi1692,22.9060833,89.8961386
Z8601,sourcesink,SoSi1693,23.1808327,90.3869719
Z8601,sourcesink,SoSi1694,23.0689438,90.4386941
Z8602,sourcesink,SoSi1695,23.2363052,90.3538333
Z8602,sourcesink,SoSi1696,23.3068611,90.4073333
Z8603,sourcesink,SoSi1697,23.1672493,90.1948886
Z8603,sourcesink,SoSi1698,22.968166,90.15511109999998
Z8604,sourcesink,SoSi1699,23.1694993,89.21838819999999
Z8604,sourcesink,SoSi1700,23.0745271,90.2100556
Z8605,sourcesink,SoSi1701,23.1460274,90.40925
Z8605,sourcesink,SoSi1702,23.1444997,90.4428052
Z8606,sourcesink,SoSi1703,23.2559722,90.3880274
Z8606,sourcesink,SoSi1704,23.2636389,90.3901663
Z8607,sourcesink,SoSi1705,23.3088611,90.4037778
Z8607,sourcesink,SoSi1706,23.2788327,90.3336663
Z8611,sourcesink,SoSi1707,23.068916,90.1633056
Z8611,sourcesink,SoSi1708,23.0622778,90.1503333
Z8699,sourcesink,SoSi1709,23.1438608,90.6594444
Z8699,sourcesink,SoSi1710,23.0937774,90.65675
Z8701,sourcesink,SoSi1711,22.4892497,89.9961386
Z8701,sourcesink,SoSi1712,22.032666,89.96683270000001
Z8702,sourcesink,SoSi1713,22.5704993,90.1359163
Z8702,sourcesink,SoSi1714,22.589333,90.00577779999999
Z8703,sourcesink,SoSi1715,22.6219993,90.1640278
Z8703,sourcesink,SoSi1716,22.6175549,90.0684716
Z8704,sourcesink,SoSi1717,22.6501389,90.1996108
Z8704,sourcesink,SoSi1718,22.780666,90.1826104
Z8705,sourcesink,SoSi1719,22.4844441,90.0655
Z8705,sourcesink,SoSi1720,22.4023889,90.1218604
Z8706,sourcesink,SoSi1721,22.4468608,90.1484163
Z8706,sourcesink,SoSi1722,22.4673882,90.0862497
Z8708,sourcesink,SoSi1723,22.5666111,90.1436108
Z8708,sourcesink,SoSi1724,22.043583,89.9708882
Z8709,sourcesink,SoSi1725,22.6613056,90.2608333
Z8709,sourcesink,SoSi1726,22.6349997,90.26722159999998
Z8713,sourcesink,SoSi1727,22.6208327,90.06391670000001
Z8713,sourcesink,SoSi1728,22.4984997,90.06513890000001
Z8716,sourcesink,SoSi1729,22.6511111,90.1869441
Z8716,sourcesink,SoSi1730,22.7465552,90.0996108
Z8717,sourcesink,SoSi1731,22.5820271,90.0914441
Z8717,sourcesink,SoSi1732,22.4942774,90.05888890000001
Z8740,sourcesink,SoSi1733,22.4173882,90.1183049
Z8740,sourcesink,SoSi1734,22.4320549,90.03544409999999
Z8750,sourcesink,SoSi1735,22.6618611,90.0828049
Z8750,sourcesink,SoSi1736,22.6684438,90.1225549
Z8803,sourcesink,SoSi1737,22.2490274,90.1592778
Z8803,sourcesink,SoSi1738,22.4108889,90.1690549
Z8804,sourcesink,SoSi1739,22.1770549,90.4046667
Z8804,sourcesink,SoSi1740,22.2547222,90.3261938
Z8806,sourcesink,SoSi1741,22.4536667,90.3410552
Z8806,sourcesink,SoSi1742,22.1836663,90.2748882
Z8810,sourcesink,SoSi1743,22.5410274,90.3330549
Z8810,sourcesink,SoSi1744,22.1613611,90.1128611
Z8814,sourcesink,SoSi1745,22.210555600000003,90.1128333
Z8814,sourcesink,SoSi1746,22.3125278,89.8843608
Z8815,sourcesink,SoSi1747,22.35875,90.075416
Z8815,sourcesink,SoSi1748,22.3676104,89.9650556
Z8905,sourcesink,SoSi1749,22.4862774,90.7690549
Z8905,sourcesink,SoSi1750,22.4157222,90.8616389
Z8909,sourcesink,SoSi1751,22.185833,90.76025
Z8909,sourcesink,SoSi1752,22.1914163,90.8218327
Z8910,sourcesink,SoSi1753,22.6747216,90.4088889
Z8910,sourcesink,SoSi1754,22.4188882,90.5544444
Z8913,sourcesink,SoSi1755,22.396083,90.6886663
Z8913,sourcesink,SoSi1756,22.3820827,90.8416108
Z8915,sourcesink,SoSi1757,22.589388600000003,90.61947159999998
Z8915,sourcesink,SoSi1758,22.5996941,90.7531667
Z8916,sourcesink,SoSi1759,22.6254993,90.6617222
Z8916,sourcesink,SoSi1760,22.597888600000005,90.7466663
Z8943,sourcesink,SoSi1761,22.4264438,90.8494719
Z8943,sourcesink,SoSi1762,22.430166,90.768916
