road,model_type,condition,name,lat,lon,length,chainage,road name2
N2,bridge,A,FASTAM BOX CUL,24.6776388888888,91.7211388888888,3.0,198.215,
N2,bridge,A,Narkila Bridge,24.6803049,91.7231104,24.7,198.558,
N2,bridge,A,SASHARGAT BRIDGE,24.6828888888888,91.7238611111111,3.0,198.883,
N2,bridge,A,BROMMON GRAM,24.6864722222222,91.7243611111111,24.5,199.288,
N2,bridge,A,BRAMMOR GRANON,24.689,91.7247222222222,3.0,199.555,
N2,bridge,A,BRAMMOR GRAME BOX CULVERT,24.6941388888888,91.7259444444444,2.5,200.162,
N2,bridge,A,BRAMMONGRAM BOX CULVERT,24.69725,91.7271111111111,2.0,200.531,
N2,bridge,A,GOYALA BAZAR,24.7036388888888,91.7300833333333,3.0,201.261,
N2,bridge,A,GOYNAGAT BOXCULVERT,24.70975,91.7381944444444,8.2,202.412,
N2,bridge,A,TAJPUR BAZAR BOX,24.7227777777777,91.7531111111111,3.0,204.534,
N2,bridge,A,CHANDPUR BOX CULVERT,24.7284444444444,91.7615277777777,7.2,205.618,
N2,bridge,A,SIMMANPUR BOX CULVERT,24.7321944444444,91.7669722222222,2.0,206.324,
N2,bridge,A,KASIKAPON BOX CULVERT,24.7351111111111,91.7702222222222,6.25,206.778,
N2,bridge,A,MOHAMMAD PUR CULVERT,24.7436944444444,91.777,2.0,208.023,
N2,bridge,A,DAYA MIR BOX CULVERT,24.7523611111111,91.7815277777777,1.5,209.092,
N2,bridge,A,DAYAMIR BOX CULVERT,24.7605,91.7834444444444,2.0,210.06,
N2,bridge,A,SONARGOUR BOX CULVERT,24.7661111111111,91.7833611111111,1.5,210.696,
N2,bridge,A,SOWEAGOAN BOX CULVERT,24.7686111111111,91.7828611111111,7.1,210.966,
N2,bridge,A,FURRA BAZAR CULVERT,24.7784166666666,91.7838055555555,2.0,212.057,
N2,bridge,A,KURRA BAZR BOX CULVERT,24.7845833333333,91.785,2.0,212.779,
N2,bridge,A,KURRZ BAZAR BOX CULVERT,24.7891666666666,91.7876944444444,2.0,213.343,
N2,bridge,A,AHAMAD NAGAR CULVERT,24.7914722222222,91.7891666666666,2.0,213.668,
N2,bridge,C,NAZIR BAZAR,24.7960555555555,91.7895833333333,12.4,214.179,
N2,bridge,A,KUTUB PUR BOX CULVERT,24.8053888888888,91.7906944444444,2.5,215.225,
N2,bridge,A,ROSID PUR,24.8076111111111,91.7913888888888,2.5,215.486,
N2,bridge,A,ROSID PUR BOX CULVERT,24.8122222222222,91.7925,18.6,216.032,
N2,bridge,A,LALA BAZAR START,24.8266944444444,91.8128888888888,2.5,218.661,
N2,bridge,B,Lala Bazar Bridge,24.8363052,91.8203327,12.0,219.998,
N2,bridge,A,LALA BAZAR,24.8403333333333,91.8218055555555,2.0,220.476,
N2,bridge,B,LALA BAZAR,24.8483333333333,91.8255833333333,3.0,221.457,
N2,bridge,B,LALA BAZAR,24.8515277777777,91.8296111111111,12.2,222.009,
N2,bridge,A,KETLIL CULVERT,24.8585833333333,91.8385833333333,3.0,223.207,
N2,bridge,A,KETLI 2 CULVERT,24.8591944444444,91.8413333333333,3.0,223.512,
N2,bridge,A,Teli Bazar Bridge,24.8635278,91.8519444,40.8,224.112,
N2,bridge,A,BALIADIKONE CULVERT,24.8634444444444,91.8519444444444,2.0,224.705,
N2,bridge,A,CHANDRIPUR,24.8681388888888,91.86025,1.5,225.715,
N2,bridge,A,Daudpur,24.8685,91.8618888888888,1.5,225.86,
N2,bridge,B,FIRUS PUR 1,24.8687777777777,91.8634999999999,7.0,226.077,
N2,bridge,B,FIRUSPUR (2),24.8740833333333,91.8677777777777,2.0,226.827,
N2,bridge,A,SYHAT RAIL LINE OVER BRIDGE,24.8772777777777,91.8737499999999,21.0,227.581,
N2,intersection,,,24.8776938,91.8752771,,227.757,N208
N2,bridge,A,KADAMTALY CULVERT,24.8786388888888,91.8772499999999,9.5,228.006,
N2,bridge,B,Shahjalal Bridge,24.8827493,91.8796938,298.5,228.214,
N2,bridge,A,SUCLTY BOX CULVERT,24.8875555555555,91.8804166666666,9.1,229.097,
N2,bridge,A,SUB CITY BOX CULVERT,24.8884444444444,91.8800833333333,9.1,229.208,
N2,bridge,A,NAYER POLL BOX CULVERT,24.8928333333333,91.8783611111111,2.5,229.791,
N2,bridge,A,MIRA BAZAR CULVERT,24.8951111111111,91.8801388888888,4.4,230.158,
N2,bridge,A,MIRA BAZAR BOX CULVERT,24.8953333333333,91.8822777777777,3.0,230.37,
N2,bridge,A,MIRA BAZAR BOX CULVERT,24.8952777777777,91.8848333333333,2.0,230.621,
N2,bridge,A,FORHADKHA POLL BOX CULVERT,24.8951944444444,91.8878055555555,8.5,230.925,
N2,bridge,A,TILA GOR BOX CULVERT,24.8953055555555,91.8979444444444,2.0,232.0,
N2,bridge,B,TILA GOR BOX CULVERT,24.8964722222222,91.9040277777777,6.1,232.717,
N2,bridge,A,ISLAM PUR BOX CULVERT,24.9006111111111,91.91425,2.0,233.869,
N2,bridge,A,CHAMILI BAG BOX CULVERT,24.90325,91.9195,6.0,234.469,
N2,bridge,C,Hatim Para Bridge,24.9068333,91.9244993,11.85,235.123,
N2,bridge,A,KHASIM RLAQAR,24.90975,91.9301388888888,6.0,235.778,
N2,bridge,A,Khadim Nagar Bridge,24.9132778,91.9366108,11.8,236.582,
N2,bridge,B,Khadem Nagar Bridge,24.9152222,91.947833,15.0,237.465,
N2,bridge,A,KASIM NAGAR,24.9156944444444,91.9472777777777,3.0,237.701,
N2,bridge,A,KHIDIR PUR BOX CULVERT,24.9161944444444,91.94925,3.0,237.913,
N2,bridge,A,HATIMA BOX CULVERT,24.9196944444444,91.9585555555555,14.4,238.927,
N2,bridge,A,PORGONA BAZAR BOX CULVERT,24.9211111111111,91.9610277777777,6.0,239.237,
N2,bridge,B,PILOR CHAK BOX CULVERT,24.9296388888888,91.9708333333333,12.45,240.586,
N2,bridge,A,HAGIVILA BOX CULVERT,24.9308888888888,91.9725,3.0,240.801,
N2,bridge,A,BOTESSOR BOX CULVERT,24.9343888888888,91.9790277777777,3.0,241.568,
N2,bridge,A,PULI BOX CULVERT,24.9368333333333,91.9839166666666,6.0,242.155,
N2,bridge,A,BOTESSOR BOX CULVERT,24.9389166666666,91.9903333333333,9.25,242.857,
N2,bridge,A,THAKURRAMATI BOX CULVERT,24.9488333333333,92.0033888888888,3.0,244.613,
N2,bridge,A,THAKURAMATI BOX CULVERT,24.9516666666666,92.0072222222222,9.25,245.126,
N2,bridge,A,SHIK NAGAR,24.9565,92.0109722222222,3.9,245.766,
N2,bridge,A,KHAN BAGAN,25.9633888888888,92.0190833333333,6.5,246.91,
N2,bridge,A,PANI CHARA,24.9644166666666,92.0240277777777,9.0,247.466,
N2,bridge,A,OMON PUR,24.9727777777777,92.0329166666666,6.85,248.788,
N2,bridge,A,OMON PUR,24.9753333333333,92.0348055555555,3.0,249.122,
N2,bridge,A,HORIPUR,24.9836666666666,92.0378055555555,4.5,250.104,
N2,bridge,A,HORIPUR,24.98975,92.0424166666666,91.2,250.992,
N2,bridge,B,KORISH TRUSS WITH RCC SLAB,25.0015555555555,92.0480555555555,83.1,252.528,
N2,bridge,B,SALI RCC GIDER BRIDGE,25.0140833333333,92.0613333333333,36.3,254.476,
N2,bridge,B,GOYALI RCC GIDER BRIDGE,25.0291944444444,92.0718888888888,37.0,256.463,
N2,bridge,A,DAMRI RCC GIDER BRIDGE,25.0372777777777,92.0834722222222,55.8,257.959,
N2,bridge,A,DIGIR PAR,25.0478611111111,92.0959999999999,12.4,259.695,
N2,bridge,A,DAMA BOX CULVERT,25.0530555555555,92.1013611111111,6.1,260.511,
N2,bridge,A,SRIKAL BOX CULVERT,25.0550555555555,92.1038888888888,9.1,260.835,
N2,bridge,A,borbos bazer,25.0587777777777,92.1061111111111,9.1,261.303,
N2,bridge,A,borbos bazer,25.0675833333333,92.1107777777777,22.0,262.383,
N2,bridge,A,DORPOS SUBMARCH,25.0766666666666,92.1135833333333,3.0,263.432,
N2,bridge,A,Sari Ghat Bridge,25.0829438,92.1154722,21.45,264.149,
N2,bridge,B,Sari Ghat Bridge,25.092083,92.1178604,190.5,265.207,
N2,bridge,A,Eraboty Bridge,25.1030278,92.1184438,26.0,266.429,
N2,bridge,A,SUBMARGE CULVERT,25.1078888888888,92.1186666666666,3.0,267.009,
N2,bridge,A,Boro Gung Bridge,25.1252493,92.1163611,87.5,268.95,
N2,bridge,A,LAMAPARA BRIGE,25.1295,92.1195833333333,26.0,269.648,
N2,bridge,A,Chuna Hati Bridge,25.131666,92.1203049,22.0,269.889,
N2,bridge,A,CHING GIL STEEL BEAM AND RCC SLAB,25.1384166666666,92.1202777777777,79.0,270.772,
N2,bridge,A,Mukterpur Bridge,25.1408608,92.1197771,14.5,271.066,
N2,bridge,B,BILAY MORE STEEL BEAM AND RCC SLAB,25.1502777777777,92.1125,63.5,272.5,
N2,bridge,A,RANG PANI STEEL BEAM AND RCC SLAB,25.1523333333333,92.1084444444444,47.5,272.983,
N2,bridge,A,RANG PASI,25.15375,92.1076388888888,17.0,273.192,
N2,bridge,B,RANG PASI,25.1544722222222,92.1053055555555,37.6,273.394,
N2,bridge,A,Bangla Bazar Bridge,25.1589167,92.1001389,81.0,274.13,
N2,bridge,A,ASUM BAZAR,23.1645555555555,92.0960277777777,36.7,274.882,
N2,bridge,A,Noljuri Bridge,25.1772493,92.0558889,39.5,279.76,
N2,bridge,A,NOLJURI,25.1764166666666,92.0541944444444,24.5,279.957,
N2,bridge,A,.,25.1783333333333,92.0261111111111,3.5,281.84,
N2,bridge,A,.,25.175,92.0252777777777,3.5,282.27,
N2,bridge,A,.,25.1744444444444,92.0244444444444,2.0,282.36,
N2,bridge,A,.,25.1719444444444,92.02,6.5,282.88,
N2,bridge,A,.,25.1711111111111,92.0186111111111,7.0,283.11,
N2,bridge,A,.,25.1680555555555,92.0180555555555,3.5,283.69,
N2,bridge,A,.,25.165,92.0183333333333,5.0,284.01,
N2,bridge,A,.,25.1613888888888,92.0172222222222,40.0,284.46,
N2,bridge,A,.,24.9005555555555,91.9141666666666,5.0,284.64,
N2,sourcesink,,Road End at Jaflong.,25.1570556,92.0176382,,286.516,
N204,sourcesink,,Road start from N2 at Jagannathganj.,24.1479163,91.3466108,,0.0,
N204,bridge,C,JOGIDISH PUR TEMORIA,24.1483055555555,91.3513888888888,4.0,0.546,
N204,bridge,B,TELARIA CHARA,24.1459166666666,91.3512777777777,40.0,0.806,
N204,bridge,C,UTTOR SUMA BRIDGE,24.1439722222222,91.3511944444444,3.85,1.027,
N204,bridge,C,NOYAHADI CULVERT,24.1397777777777,91.3513333333333,12.6,1.49,
N204,bridge,B,DOKHIR SHURMA CULVERT,24.137,91.3515555555555,9.5,1.81,
N204,bridge,B,SURMA CULVERT,24.1322777777777,91.3519444444444,3.0,2.305,
N204,bridge,A,TELIAPERA SUBMARGE,24.1310555555555,91.3572222222222,1.5,2.895,
N204,bridge,B,20 NOVEMBER AMTOLI,24.1240833333333,91.4126111111111,9.5,8.785,
N204,bridge,C,CHADCHURY CULVERT,24.1287222222222,91.4303055555555,4.6,10.785,
N204,bridge,B,SHOT CHORY FOREST CULVERT,24.1284166666666,91.4317777777777,1.4,10.965,
N204,bridge,A,SATH SARI,24.1268611111111,91.4429166666666,24.8,12.136,
N204,bridge,A,CHAKLA PUNGI,24.1275277777777,91.4466388888889,2.8,12.536,
N204,bridge,A,CHANTRI CHARA CULVERTR,24.1271944444444,91.4520277777777,6.0,13.214,
N204,bridge,A,CHANDRI CULVERT,24.1278888888888,91.464,1.65,14.587,
N204,bridge,A,Ram Bhanga Bridge,24.0013333,91.4771938,50.0,16.284,
N204,bridge,B,RAMAGANJA CULVERT,24.1387499999999,91.4805,9.3,16.85,
N204,bridge,A,LABONGO GIRDER BRIDGE,24.1422222222222,91.4829722222222,39.8,17.297,
N204,bridge,A,Labongo Bridge,24.1441099924302,91.4833719864541,46.8,17.563,
N204,bridge,D,KARAGANUT,24.1464722222222,91.4849722222222,13.5,17.857,
N204,bridge,A,CHANDPUR BOX CULVERT,24.1719722222222,91.5000277777777,6.2,21.191,
N204,bridge,B,Chandpur Bridge,24.1859997,91.5135,39.5,21.41,
N204,bridge,A,HATUNDA BOX CULVERT,24.1931111111111,91.5193611111111,9.24,24.818,
N204,bridge,A,NATUM BAZAR BOX CULVERT,24.2064166666666,91.5145277777777,3.0,26.472,
N204,bridge,A,SIGNHARD BOX CULVERT,24.2175277777777,91.5098055555555,2.24,27.775,
N204,bridge,A,PICE MILL BOX CULVERT,24.2212499999999,91.5086111111111,3.1,28.196,
N204,bridge,C,NORPATI BOX CULVERT,24.2274722222222,91.5063611111111,3.12,28.968,
N204,bridge,C,NORPATI BOX CULVERT,24.2306388888888,91.5049444444444,24.2,29.35,
N204,bridge,A,CRIKOTA,24.2332222222222,91.5039444444444,1.55,29.61,
N204,bridge,A,DURGAPUR,24.2504722222222,91.4933333333333,1.5,31.801,
N204,bridge,C,Durgapur Bridge,24.252372476923,91.4912738641025,17.85,32.21,
N204,bridge,A,NEAR SHAIS TAGAMJ BOX CULVERT,24.2616666666666,91.48225,4.5,33.55,
N204,bridge,A,UBAHATA SLAB CULVERT,24.2665833333333,91.4769444444444,4.3,34.3,
N204,sourcesink,,Road End intersecting N2 at Shaistagonj Round About.,24.2673882,91.4771382,,34.421,
N207,sourcesink,,Road start from N2 at Mirpur.,24.2948608,91.51025,,0.0,
N207,bridge,B,Mirpur Bridge,24.297583,91.5135278,22.29,0.471,
N207,bridge,A,Binagou Bridge,24.2958608,91.5238049,19.5,1.523,
N207,bridge,C,NATUN BAZAR RCC GIRDER,24.2937777777777,91.5368888888888,30.76,2.883,
N207,bridge,C,Naturbazar Arch Rcc culvert,24.2935,91.5380555555555,2.5,2.997,
N207,bridge,B,KARANGI BRIDGE,24.2928888888888,91.5462222222222,38.4,3.858,
N207,bridge,A,MIRZAPUR BOX CULVERT,24.2911111111111,91.5565,3.0,4.913,
N207,bridge,A,KACHA BAZAR BOX CULVERT,24.2916666666666,91.5742777777777,6.0,6.988,
N207,bridge,C,DHLKI BOX CULVERT,24.2948333333333,91.5846388888888,18.7,8.165,
N207,bridge,A,KARMADA BOX CULVERT,24.296,91.5887777777777,3.0,8.506,
N207,bridge,A,Sataoan box culvert,24.2983055555555,91.6346111111111,2.5,14.122,
N207,bridge,A,MOTIGAMJ BOX CULVERT,24.3024722222222,91.66775,13.5,17.708,
N207,bridge,B,Laiarkal Bridge,24.3035,91.6740827,31.4,18.205,
N207,bridge,A,Mofigauj box culvert,24.3046111111111,91.6798888888889,1.5,18.815,
N207,bridge,A,Motiganj Bridge,24.305,91.6813882,46.3,18.961,
N207,bridge,B,BILASHER PARA BOX CULVERT,24.3029166666666,91.6906111111111,23.2,19.926,
N207,bridge,A,AMANATUR BOX CULVERT,24.3021944444444,91.6934166666666,18.0,20.249,
N207,bridge,A,Sreemangal Basti Bridge,24.3025833,91.7186104,13.35,22.794,
N207,bridge,A,SIRMONGAL BOX CULVERT,23.3083888888888,91.7264166666666,16.9,23.835,
N207,bridge,A,NEAR SHRIMANGAL THANA,24.3146388888888,91.7337222222222,3.0,24.978,
N207,bridge,B,2 NUMBER POLE,24.3169444444444,91.7347777777777,9.2,25.255,
N207,bridge,B,3 NUMBER POLE,24.3190277777777,91.7353888888888,4.5,25.485,
N207,bridge,B,4 NUMBER POLE,24.3210833333333,91.7359166666666,6.0,25.704,
N207,bridge,A,ZOINAG SARA CULVET,24.3235833333333,91.7364722222222,19.0,26.0,
N207,bridge,B,6-NUMSER POLE BOX CULVERT,24.3286944444444,91.7378333333333,9.0,26.577,
N207,bridge,B,ESUPPUR CULVERT,24.3313888888888,91.7385555555555,6.0,26.903,
N207,bridge,A,Nowgaon Bridge,24.3386386,91.7409719,15.8,27.735,
N207,bridge,A,NOWGAON -2 CULVERT,24.3418055555555,91.7426666666666,4.0,28.115,
N207,bridge,A,RAZAPUR CULVERT,24.3448888888888,91.7446111111111,4.5,28.512,
N207,bridge,A,KALIR BAZAR CULVERT,24.351,91.7470277777777,1.5,29.23,
N207,bridge,A,KAKIA BAZAR BOX CULVERT,24.3510833333333,91.7475,4.5,29.4,
N207,bridge,C,SHIRAZ NAGAR,24.3570555555555,91.7486388888888,6.0,29.913,
N207,bridge,A,LAMWA CULVERT,24.3603055555555,91.7493055555555,12.4,30.28,
N207,bridge,C,KASIM PUR,24.3649722222222,91.7496944444444,11.8,30.81,
N207,bridge,D,UTTOR KALAPUR,24.3790833333333,91.7505555555555,12.7,32.39,
N207,bridge,B,BAYULPUR CULVERT,24.3809722222222,91.7511944444444,3.2,32.65,
N207,bridge,A,BAGALPUR MASDI CULVERT,24.3833888888888,91.7516666666666,6.0,32.887,
N207,bridge,A,HAMID NAGOR CULVERT,24.3866111111111,91.753,4.5,33.258,
N207,bridge,A,BHAIRAB GONG CULVERT,24.3928611111111,91.7541388888888,6.0,33.995,
N207,bridge,B,SHUHAPUR CULVERT,24.4071111111111,91.7546666666666,9.4,35.587,
N207,bridge,C,GIYASPUR BOX CULVERT,24.4123611111111,91.7556111111111,18.7,36.138,
N207,bridge,C,CODUPUR BOX CULVERT,24.4219444444444,91.7582777777777,6.0,37.234,
N207,bridge,A,CODUPUR BOX CULVERT,24.4262222222222,91.7589166666666,8.2,37.69,
N207,bridge,B,NETOR SOR BOX CULVERT,24.4331666666666,91.7601388888888,6.0,38.484,
N207,bridge,B,Mokam Bazar Box Culvert,24.4352777777777,91.7609722222222,12.2,38.722,
N207,bridge,A,GOMRA CULVERT,24.4381666666666,91.7619444444444,4.5,39.066,
N207,bridge,A,GOMRA CULVERT,24.4423333333333,91.7613611111111,4.5,39.61,
N207,bridge,A,pOLISHHIW RD,24.4478888888888,91.7616944444444,1.5,40.16,
N207,bridge,D,GOMRA BOX CULVERT,24.4501388888888,91.7618888888888,4.35,40.416,
N207,bridge,A,JOGANNATHPUR BOX CULVERT,24.455,91.7625,3.0,40.96,
N207,bridge,A,JOGONATHPUR BOX CULVERT,24.4596666666666,91.7633333333333,3.0,41.483,
N207,bridge,C,JAGONATH BOX CULVERT,24.4694722222222,91.7655555555555,6.0,42.585,
N207,bridge,C,KODALIPUR BOX CULVERT,24.4735277777777,91.7655555555555,18.45,43.036,
N207,bridge,A,TONA BAZAR BOX CULVERT,24.5185555555555,91.7301388888888,4.55,51.25,
N207,bridge,A,TANA BAZAR,24.5222222222222,91.7308333333333,9.2,51.684,
N207,bridge,A,SHAMPASHI CULVERT,24.5250277777777,91.7320277777777,12.1,51.994,
N207,bridge,A,Kamalpur culvert,24.5349444444444,91.7335555555555,1.5,53.166,
N207,bridge,A,Khalishpur Bridge,24.5609444,91.7236382,20.8,56.3,
N207,bridge,A,KHALESPUR,24.56575,91.7223611111111,14.0,56.845,
N207,bridge,A,BAHUR BAG,24.5779444444444,91.7047222222222,4.5,60.035,
N207,bridge,C,Kamarkhali Bridge,24.5762493,91.6926941,61.6,61.245,
N207,bridge,A,BAROAGE BOX CULVERT,24.5763333333333,91.6928055555555,7.2,61.306,
N207,bridge,A,GORA KHAL BOX CULVERT,24.5769722222222,91.6889722222222,3.5,61.698,
N207,bridge,A,Sadhupati Bridge,24.5837774,91.6868052,13.2,62.585,
N207,bridge,B,Borak Bridge,24.5918052,91.6817216,101.6,63.68,
N207,bridge,B,KHALARGON BOX CULVERT,24.5955555555555,91.68125,18.4,64.349,
N207,bridge,A,DAUDPUR BOX CULVERT,24.60975,91.6780277777777,3.0,65.76,
N207,bridge,A,MIRZAPUR BOX CULVERT,24.6251666666666,91.6779166666666,6.0,67.56,
N207,sourcesink,,Road end with N2 at Mukti joddha Chattor Sherpur.,24.6263327,91.6775271,,67.985,
N208,sourcesink,,Road Start from N207 infront of RHD,24.4713604,91.7655556,,0.0,
N208,bridge,A,RATAULI BOX CULVERT,24.4715,91.7708888888888,6.0,0.65,
N208,bridge,A,NAYANAGAR BOX CULVERT,24.4749999999999,91.7722222222222,1.5,0.907,
N208,bridge,B,BRIDGE OVER TURAG RIVER(L),24.4752222222222,91.7758888888888,51.0,1.303,
N208,bridge,A,PURBO SULTANPUR CULVERT,24.4841111111111,91.7768611111111,18.0,2.345,
N208,bridge,B,Monu Bridge,24.4936941,91.7742216,137.4,3.478,
N208,bridge,A,CHANALE BOX CULVERT,24.4981666666666,91.7738333333333,1.0,4.01,
N208,bridge,A,ISLAMPUR CULVERT,24.5006944444444,91.7786944444444,8.5,4.573,
N208,bridge,A,ISLAMPUR BOX CULVERT,24.5027777777777,91.786,9.5,5.35,
N208,bridge,A,RAISREE CULVERT,24.5035833333333,91.7907777777777,2.5,5.82,
N208,bridge,A,RAISREE SETU BOX CULVERT,24.5031944444444,91.7967777777777,18.0,6.48,
N208,bridge,A,TALTOLA BOX CULVERT,24.5027222222222,91.8011666666666,14.0,6.905,
N208,bridge,A,KADOM HATE BOX CULVERT,24.5006944444444,91.8166944444444,12.5,8.545,
N208,bridge,C,ASRAFUL KAPUL,24.5037777777777,91.8245833333333,41.7,9.392,
N208,bridge,A,ASRAKAPUL BOX CULVERT,24.5054444444444,91.8287777777777,9.3,9.883,
N208,bridge,A,MOLAL BOX CULVERT,24.5066944444444,91.8321944444444,2.1,10.225,
N208,bridge,A,CHATURACAHEL BOX CULVERT,24.5126388888888,91.8417777777777,3.0,11.422,
N208,bridge,A,Chatura Box Culvert,24.5133333333333,91.8430555555555,1.6,11.592,
N208,bridge,A,GOBINDO PATI BOX CULVERT,24.5159444444444,91.8474444444444,12.4,12.1,
N208,bridge,A,GOBINDO PATI BOX CULVERT,24.5179166666666,91.8598611111111,3.0,13.395,
N208,bridge,B,MOYNAR DOKAN BOX CULVERT,24.5239999999999,91.8640555555555,6.0,14.201,
N208,bridge,A,MAHASOHOSRO BOX CULVERT,24.52675,91.8656666666666,13.4,14.534,
N208,bridge,A,PONIGRAM BOX CULVERT,24.5342222222222,91.8692777777777,8.25,15.445,
N208,bridge,B,PONNIGRAM BOX CULVERT,24.5357777777777,91.8696666666666,12.45,15.613,
N208,bridge,A,VINAAJURI BOX CULVERT,24.5415277777777,91.8746111111111,9.25,16.456,
N208,bridge,A,CHODURI BARI BOX CULVERT,24.5444166666666,91.8771111111111,11.2,16.86,
N208,bridge,C,Vonachara Bridge,24.5578056,91.8821938,22.0,18.446,
N208,bridge,A,Kuchimora Bridge,24.5681382,91.8859441,38.8,19.649,
N208,bridge,A,TALJURI BOX CULVERT,24.5720555555555,91.8886111111111,4.5,20.16,
N208,bridge,B,TAI JURI BOX CULVERT,24.5728611111111,91.8889444444444,14.0,20.291,
N208,bridge,A,BRAMMON GRAM BOX CULVERT,24.57725,91.89075,3.0,20.79,
N208,bridge,B,KARIMPUR BOX CULVERT,24.5884166666666,91.8946944444444,3.1,22.111,
N208,bridge,A,KARIMPUR BOX CULVERT,24.5896388888888,91.8955,3.1,22.286,
N208,bridge,A,KARIMPUR BOX CULVERT,24.593,91.8980277777777,3.1,22.725,
N208,bridge,A,KARIMPUR BOX CULVERT,24.5954722222222,91.8986388888889,3.1,23.005,
N208,bridge,A,GOYESPUR,24.5965277777777,91.8989722222222,9.5,23.127,
N208,bridge,C,Kutalpur Bridge,24.6009722222222,91.9000555555555,10.3,23.646,
N208,bridge,A,TIKERPAR BOX CULVERT,24.6045833333333,91.902,4.5,24.06,
N208,bridge,B,TIKERPAR BOX CULVERT,24.6079166666666,91.9035277777777,3.0,24.464,
N208,bridge,D,Damai Bridge,24.6116389,91.9049167,41.55,24.89,
N208,bridge,B,CHAN BAG CULVERT,24.6133333333333,91.9056666666666,3.0,25.092,
N208,bridge,A,UTTAR BAG BOX CULVERT,24.6156666666666,91.9066944444444,3.0,25.375,
N208,bridge,B,KALAMOA BOX CULVERT,24.6232222222222,91.9078611111111,3.0,26.235,
N208,bridge,B,Motoppur Bridge,24.6249716,91.9081667,31.1,26.39,
N208,bridge,A,RAJAPUR BOX CULVERT,24.6281666666666,91.9090555555555,4.5,26.777,
N208,bridge,B,RAJAPUR BOX CULVERT,24.6298611111111,91.9096111111111,1.5,27.005,
N208,bridge,A,RAJAPUR BOX CULVERT,24.6312777777777,91.9101388888889,3.0,27.145,
N208,bridge,A,KHALAI KUL BOX CULVERT,24.6324444444444,91.9104166666666,4.5,27.264,
N208,bridge,A,KHALAI KUL BOX CULVERT,24.6342777777777,91.913,4.6,27.608,
N208,bridge,A,HOLDIKUL BOX CULVERT,24.6364999999999,91.9144166666666,4.6,27.905,
N208,bridge,B,LALA PUR BOX CULVERT,24.6387499999999,91.9154166666666,3.0,28.175,
N208,bridge,A,LALAPUR BOX CULVERT,24.6416111111111,91.9163333333333,4.6,28.509,
N208,bridge,A,LALAPUR BOX CULVERT,24.6425555555555,91.9164166666666,3.0,28.61,
N208,bridge,A,Lalapur Bridge,24.6448608,91.9167771,29.0,28.867,
N208,bridge,A,CHILARCHOK CULVERT,24.6488611111111,91.9181666666666,4.6,29.301,
N208,bridge,A,CHILAR CHOK BOX CULVERT,24.6513611111111,91.9220555555555,3.0,29.804,
N208,bridge,A,MIRZAPUR BOX CULVERT,24.6544166666666,91.9240555555555,3.0,30.195,
N208,bridge,A,Mirzapur box culvert,24.6557777777777,91.9246666666666,6.0,30.365,
N208,bridge,A,MIRJAPUR BOX CULVERT,24.6575277777777,91.9255,3.0,30.58,
N208,bridge,A,Mirzapur box culvert,24.6599444444444,91.9258611111111,3.0,30.874,
N208,bridge,A,Kacha bahor,24.6643333333333,91.9258611111111,6.0,31.355,
N208,bridge,A,PALBARI CULVERT,24.6665277777777,91.9264444444444,3.0,31.61,
N208,bridge,A,Palbari Bridge,24.6668604,91.9267771,25.8,31.804,
N208,bridge,A,Karmada culvert,24.67,91.9284166666666,3.0,32.046,
N208,bridge,A,KARMADA BOX CULVERT,24.6734444444444,91.9295555555555,3.0,32.435,
N208,bridge,A,FARIDPUR CULVERT,24.6809166666666,91.9302777777777,3.0,33.274,
N208,bridge,A,FARIDPURBOX CULVERT,24.6823888888888,91.9304444444444,4.6,33.478,
N208,bridge,A,FARIDPUR BOX CULVERT,24.6848611111111,91.9305277777777,3.0,33.711,
N208,bridge,A,FARIDPUR BOX CULVERT,24.6858888888888,91.9306944444444,4.6,33.83,
N208,bridge,C,LUTPURBOX CULVERT,24.6883888888888,91.9313611111111,6.0,34.11,
N208,bridge,A,IUTPUR BOX CULVERT,24.6895555555555,91.9317777777777,3.0,34.255,
N208,bridge,A,NURPUR CULVERT,24.6913333333333,91.9323888888889,3.0,34.448,
N208,bridge,A,NURPUR BOX CULVERT,24.6925,91.9332222222222,6.0,34.604,
N208,bridge,A,NURPUR,24.6940277777777,91.9333388888889,6.0,34.792,
N208,bridge,A,Kushiara culvert,24.6959722222222,91.9314444444444,6.1,35.024,
N208,bridge,A,KUSIARA BRIDGE,24.6960277777777,91.9319166666666,257.6,35.07,
N208,bridge,B,MOLIKPUR BOX CULVERT,24.7053611111111,91.9288333333333,19.0,36.154,
N208,bridge,B,Elaspur Bridge,24.7172493,91.9283327,130.57,37.454,
N208,bridge,A,KALPARA BOX CULVERT,24.7331944444444,91.0934444444444,5.7,39.24,
N208,bridge,B,KUTALPUR BAZER,24.7418055555555,91.9234166666666,89.6,40.246,
N208,bridge,B,KUTALPUR,24.7469722222222,91.9215833333333,12.0,40.854,
N208,bridge,D,KUTALPUR,24.7548333333333,91.9188333333333,36.4,41.766,
N208,bridge,B,DHARAMPUR,24.7692777777777,91.9140833333333,31.6,43.436,
N208,bridge,A,HAJIGANJ,24.7789444444444,91.9120555555555,30.3,44.53,
N208,bridge,A,HAJIGONJ,24.7868055555555,91.9095833333333,1.5,45.428,
N208,bridge,A,MAHAMODA BAD,24.7930555555555,91.9098055555555,29.5,46.1,
