road,model_type,condition,name,lat,lon,length,chainage,road name2
N1,bridge,A,NILA. BARAR BOX CULVERT,21.0151388888888,92.2452777777777,2.9,440.977,
N1,bridge,A,NILA - DORGA- PARA-(1) BOX,21.01,92.2492777777777,2.8,441.666,
N1,bridge,A,NILA DOGA PARA BOX CULVERT,21.0083333333333,92.2510277777777,2.8,441.974,
N1,bridge,A,NAT MURA PARA BOX CULVERT,21.00675,92.2519444444444,1.9,442.161,
N1,bridge,C,Chowdhory Para Bridge,21.0728327,92.2232216,45.6,443.024,
N1,bridge,B,RONGI HALI BOX CULVERT,20.9943333333333,92.2546111111111,2.8,443.564,
N1,bridge,C,Rongi-Khali Bridge,21.0650556,92.2245271,12.5,444.315,
N1,bridge,C,ALA KHALI KUNA PARA,20.9775277777777,92.2506666666666,29.9,445.478,
N1,bridge,C,LADA BAZAR BOX CULVERT,20.9696111111111,92.2486388888888,1.2,446.435,
N1,bridge,A,Ladapara Bridge,21.0407497,92.2374997,36.6,446.71,
N1,bridge,A,NAYAPARA BOX CULVERT,20.9649166666666,92.2514722222222,2.8,447.084,
N1,bridge,B,NOYAPARA RCC GIDER BRIDGE,20.9623888888888,92.2529166666666,30.4,447.401,
N1,bridge,A,NAYA PARA BOX CULVERT,20.9582222222222,92.2543055555555,1.2,447.893,
N1,bridge,B,MOSINNI RCC GIDER BRIDGE,20.9568611111111,92.2548055555555,8.8,448.054,
N1,bridge,A,NOYA PARA CULVERT,20.9530277777777,92.2565277777777,1.2,448.391,
N1,bridge,A,NOYA PARA CULVERT,20.9533055555555,92.2563333333333,1.2,448.481,
N1,bridge,A,NOYA PARA (MUSJID) BOX CULVERT(L),20.9530277777777,92.2565,1.2,448.581,
N1,bridge,A,NOYA PARA (BRAC SCHOOL),20.9495277777777,92.2578888888888,9.2,448.926,
N1,bridge,C,Jadirghat Bridge,21.0226104,92.2420552,41.75,449.101,
N1,bridge,A,JADIMORH BOX CULVERT,20.9458888888888,92.2601388888888,1.2,449.439,
N1,bridge,A,Jadimura bridge,21.0169993,92.2440274,7.5,449.7,
N1,bridge,C,DOMDO MIA BRIDGE,20.9373888888888,92.2624444444444,37.2,450.446,
N1,bridge,A,DONDO MIA BOX CULVERT,20.9351944444444,92.2628055555555,1.5,450.599,
N1,bridge,A,DONDO MIA BOX CULVERT,20.9348888888888,92.2630555555555,2.7,450.759,
N1,bridge,A,DOMMO MIA BOX CULVERT,20.9330555555555,92.2635277777777,1.2,450.943,
N1,bridge,C,DHANDO MIA,20.9296111111111,92.264,38.6,451.328,
N1,bridge,B,DONDO MIA CHAK POST BRIDGE,20.9238888888888,92.2600277777777,51.0,451.984,
N1,bridge,B,DOMDO MIA BRIDGE,20.9196666666666,92.2684444444444,13.5,452.561,
N1,bridge,B,DOMDO MIA,20.9191944444444,92.2686944444444,13.5,452.624,
N1,bridge,A,DONDOMIA,20.9176944444444,92.2693888888888,2.7,452.793,
N1,bridge,C,DONOMIA,20.9155555555555,92.2706666666666,34.8,453.05,
N1,bridge,D,DONMIA,20.9133611111111,92.2720833333333,2.7,453.372,
N1,bridge,C,Karumtoli Bridge,20.9778049,92.25075,37.6,453.95,
N1,bridge,A,KARUNTON BOX CULVERT,20.9068611111111,92.2766111111111,1.2,454.219,
N1,bridge,A,Karumtoli choto(1) Bridge,20.91799614,92.2691008942857,6.0,454.33,
N1,bridge,C,Sholo Bandar Teknaf Bridge,20.9167064980392,92.2698571431372,6.0,454.498,
N1,bridge,B,KAKUM TOLI CHACK BOX CULVERT,20.9031388888888,92.2788611111111,1.2,454.673,
N1,bridge,A,KARUMTOLI (3)BOX CULVERT,20.9025833333333,92.2793611111111,2.8,454.769,
N1,bridge,B,KARUMTOLI,20.9003888888888,92.2805555555555,34.3,455.062,
N1,bridge,A,KARUM TOLI BOX CULVERT,20.8996111111111,92.2815,1.3,455.206,
N1,bridge,A,Karumtoli(2) Bridge,20.9104284959641,92.2741396026905,29.3,455.366,
N1,bridge,A,KARUM TOLI RCC GIDER BRIDGE,20.8979722222222,92.2833333333333,10.6,455.447,
N1,bridge,A,KARAN TOLI RCC GIDER BRIDGE,20.8978611111111,92.2839166666666,10.6,455.496,
N1,bridge,A,BAROY TOLI RCC GIDER BRIDGE,20.8974722222222,92.2852777777777,30.0,455.688,
N1,bridge,A,BORY TOLI SLAB CULVERT,20.8972222222222,92.2863888888889,2.8,455.765,
N1,bridge,A,BORYTOLI SLAB CULVERT,20.8952222222222,92.2878611111111,2.8,455.975,
N1,bridge,A,BARITOLI BOX CULVERT,20.8947777777777,92.2881944444444,2.8,456.064,
N1,bridge,C,BAROY TOLI RCC GIDER BRIDGE,20.8935555555555,92.28925,17.5,456.164,
N1,bridge,C,BAROY TOLI RCC GIDER BRIDGE,20.8923611111111,92.2895833333333,8.3,456.287,
N1,bridge,A,Baraytoli (3) Bridge,20.9032027737864,92.2790446582524,6.1,456.359,
N1,bridge,B,NAITAN PARA RCC GIDER BRIDGE,20.8932222222222,92.2911666666666,23.0,456.549,
N1,bridge,B,NAITOM PARA RCC GIDER BRIDGE,20.8895833333333,92.2986388888888,15.1,457.365,
N1,bridge,A,NAITANG PARA RCC GIDER BRIDGE,20.8859444444444,92.2992777777777,9.0,457.751,
N1,bridge,A,Naitom Para(4) Bridge,20.9482774,92.2589167,9.0,458.213,
N1,bridge,C,Eskahal Bridge,20.9436941,92.2603056,37.3,458.799,
N1,bridge,A,BUS STAND TEKNAF BOX CULVERT,20.8689444444444,92.2982222222222,1.5,459.681,
N1,bridge,C,BUS STAND TEKNAF BOX CULVERT,20.8672777777777,90.2983888888888,1.5,459.866,
N1,bridge,C,Yaknat Bridge,20.934333,92.26325,35.9,460.113,
N1,sourcesink,,"End of Road at Shapla Chattar ,Teknaf Meet with Z1098 &Z1099.",20.8629167,92.298083,,462.254,
N102,sourcesink,,Start of road from N1 Mainamati,23.4789716,91.1181938,,0.0,
N102,bridge,A,PORISPUR BOX CULVERT,23.4865277777777,91.1133611111111,3.0,0.984,
N102,bridge,A,Brorechon,23.49375,91.1064722222222,1.5,2.059,
N102,bridge,A,SHABAR BAZAR,23.4963888888888,91.1059444444444,1.6,2.363,
N102,bridge,A,ZUMUR BOX CULVERT,23.4977222222222,91.1056388888888,1.4,2.511,
N102,bridge,B,DEAB POR SLAB CULVERT,23.51125,91.0981944444444,2.5,4.249,
N102,bridge,C,RAMPUR,23.5324166666666,91.0835277777777,3.75,7.036,
N102,bridge,A,Barura Bridge,23.5421941,91.0742493,17.8,8.475,
N102,bridge,A,KONSENOGOR BOX CUL,23.5501944444444,91.06625,3.0,9.685,
N102,bridge,A,CONSUNAGAR SLAB,23.5551666666666,91.0600833333333,0.9,10.53,
N102,bridge,A,HATAMARA BOX CULVERT.,23.5661388888888,91.0553055555555,3.2,11.876,
N102,bridge,C,HATIMARA (2)SLAB CULVERT,23.5668888888888,91.0549999999999,3.0,11.966,
N102,bridge,B,KAKORTOLA CULVERT,23.5745833333333,91.0511666666666,6.0,12.96,
N102,bridge,A,BUGRABUS BOX CULVERT,23.5827222222222,91.0352777777777,5.7,15.109,
N102,bridge,A,BHIRALLA BOX CULVERT,23.5880277777777,91.0157777777777,3.0,17.318,
N102,bridge,C,BARRA BOX CULVERT,23.5912222222222,91.00775,6.2,18.211,
N102,bridge,A,BARRA (3)BOX CULVERT,23.5945,90.9996666666666,6.0,19.122,
N102,bridge,A,BARRA 2 BOX CUL,23.5966388888888,90.9970555555555,2.5,19.479,
N102,bridge,B,BARHA BOX CULVERT,23.6079722222222,90.9883888888888,4.6,21.137,
N102,bridge,A,Boro Alompur Arch Masonary,23.61,90.9858333333333,1.3,21.478,
N102,bridge,A,DABIDDAR CULVERT,23.6101666666666,90.9854722222222,2.8,21.519,
N102,bridge,A,SAIRCHOR BOX CULVERT,23.6165,90.9769444444444,9.6,22.669,
N102,bridge,A,Bangl Bari Bridge,23.623916,90.9726382,33.45,23.564,
N102,bridge,A,Compani Ganj Bridge,23.6341663,90.9707771,113.9,24.808,
N102,bridge,A,Nagorpar Box Culvert,23.6430555555555,90.9710833333333,9.4,25.791,
N102,bridge,A,KATAKHALI BOX CULVERT,23.6504722222222,90.9713333333333,9.3,26.614,
N102,bridge,B,BAKON NAGAR BOX CULVERT,23.6576111111111,90.9800277777777,6.1,27.867,
N102,bridge,C,Gafur nagar Bridge,23.6587222,90.9820271,51.25,28.106,
N102,bridge,A,DHARIA BOX CULVERT,23.6611111111111,90.9860833333333,12.3,28.594,
N102,bridge,A,BAHARNAGOR BOX CULVERT,23.6646944444444,90.9918055555555,6.0,29.3,
N102,bridge,C,MANJUR BRIDGE,23.6658333333333,90.9937777777777,52.0,29.509,
N102,bridge,A,C. M. B BAZAR BOX CUVERT,23.6675,90.9961388888889,12.6,29.841,
N102,bridge,B,YOUSUF PUR BRIDGE,23.6712222222222,91.0019722222222,28.8,30.562,
N102,bridge,B,YOUSUFPUR (2) BOX CULVERT,23.6738611111111,91.0061388888888,4.5,31.082,
N102,bridge,B,USUP POR-2 BOX CULVERT,23.6776388888888,91.0076388888888,6.0,31.27,
N102,bridge,C,USUP - PUR BOX CULVERT,23.6781111111111,91.0126944444444,12.6,31.894,
N102,bridge,C,SAMOLSHAL CHOR BOX CULVERT,23.6820833333333,91.0186944444444,9.5,32.655,
N102,bridge,C,NAYAPARA BOX CULVERT,23.6841388888888,91.0218333333333,9.2,33.038,
N102,bridge,A,SHALGANG BOX CULVERT,23.6874444444444,91.0265,9.4,33.647,
N102,bridge,C,BORAIPARA BOX CULVERT,23.6891666666666,91.0290277777777,3.0,33.965,
N102,bridge,A,BROSALGAR CULVERT,23.69225,91.0331388888888,9.5,34.515,
N102,bridge,C,SONG CHAIL RCC GIDER BRIDGE,23.6954444444444,91.0381388888888,35.5,35.141,
N102,bridge,B,SHANKAIL BOX CULVERT,23.7000277777777,91.0442222222222,9.3,35.941,
N102,bridge,A,HAJIBARI BOX CULVERT,23.7014722222222,91.04625,6.5,36.207,
N102,bridge,A,MOULSBI BARI CULVERT,23.70425,91.0501666666666,12.2,36.703,
N102,bridge,A,BRAMMON PARA BOX CULVERT,23.70525,91.0514166666666,12.2,36.877,
N102,bridge,C,MUDUPPUR BOX CULVERT,23.7083055555555,91.0553055555555,12.6,37.398,
N102,bridge,A,MUDOBPUR CULVERT,23.7103611111111,91.0576944444444,4.8,37.737,
N102,bridge,A,MIRPUR CULVERT,23.7116944444444,91.0593055555555,4.65,37.955,
N102,bridge,A,MURPUR BOX,23.7148333333333,91.0632777777777,12.5,38.49,
N102,bridge,A,TALIPARA BOX CULVERT,23.7176944444444,91.0666666666666,6.2,38.952,
N102,bridge,B,MOKIMPUR RCC GRIDER BRIDGE,23.7220277777777,91.0720833333333,17.2,39.689,
N102,bridge,A,KalaMoira Bridge,23.7250827,91.0765271,54.31,40.291,
N102,bridge,B,KALAMURIA BOX CULVERT,23.7328888888888,91.0811666666666,12.3,41.26,
N102,bridge,A,CHOW MONI BOX CULVERT,23.7514166666666,91.0935555555555,12.2,43.708,
N102,bridge,A,CHOTICHOIMOHARI RCC GIDER BRIGDE,23.7554166666666,91.0981666666666,46.5,44.355,
N102,bridge,B,MIRPUKUR CULVERT,23.7572777777777,91.1003888888888,18.6,44.664,
N102,bridge,A,GOLA SHAR BOX CULVERT,23.7610555555555,91.1047777777777,6.0,45.274,
N102,bridge,A,Kharer bazar Bridge,23.7531944,91.1148611,17.0,46.694,
N102,bridge,C,DAROGABARI BOX CULVERT,23.7749444444444,91.1206666666666,12.0,47.512,
N102,bridge,B,MONKASAR BOX CULVERT,23.7816388888888,91.1286388888888,12.6,48.613,
N102,bridge,B,MONKASHA RCC GRIDER BRIDGE,23.7844444444444,91.1331944444444,16.06,49.168,
N102,bridge,A,SOYDABAD BOX CULVERT,23.7913611111111,91.14375,12.2,50.488,
N102,bridge,A,Saidabad Bridge,23.4600278,91.1468052,20.6,50.862,
N102,bridge,B,TNLLAK BOX CULVERT,23.8006666666666,91.1501666666666,19.0,51.794,
N102,bridge,B,Bizna Bridge,23.80675,91.1513056,49.75,52.474,
N102,bridge,B,CHATURA CULVERT,23.8141666666666,91.153,36.8,53.317,
N102,bridge,B,TANTO CULVERT,23.8297777777777,91.1551388888889,8.7,55.063,
N102,bridge,A,MATIA PARA BOX CULVERT,23.8322777777777,91.1555,4.6,55.346,
N102,bridge,A,Dhorkhar Bridge,23.8450274,91.1571389,167.14,56.766,
N102,bridge,A,PUJANESHAR PC GIRDER,23.8605833333333,91.1552777777777,34.2,58.681,
N102,bridge,B,AWARON CULVERT,23.8631666666666,91.1520277777777,3.0,59.118,
N102,bridge,C,Akhand Bridge,23.8663333,91.1479997,16.38,59.655,
N102,bridge,B,MODINAGOR RCC GIDER BRIDGE,23.8747222222222,91.1408611111111,27.3,60.841,
N102,bridge,A,SULTANPUR BOX CULVERT,23.8870277777777,91.1341388888889,5.5,62.377,
N102,bridge,A,SULTANPUR BOX CULVERT,23.8924166666666,91.1313333333333,5.6,63.039,
N102,bridge,C,Sultanpur Uttar Bridge,23.8946386,91.1300827,21.25,63.311,
N102,bridge,C,Radhika Bridge,23.9056389,91.1258327,50.25,64.608,
N102,bridge,A,OUSURA BOX CULVERT,23.9166388888888,91.1226666666666,5.6,65.72,
N102,bridge,A,UZURA CULVERT,23.9237777777777,91.1198333333333,5.6,66.71,
N102,bridge,B,RAMRAIL BOX CULVERT,25.92775,91.1185555555555,12.0,67.164,
N102,bridge,D,RAMRAIL BRIDGE.,23.9349722222222,91.1161388888888,48.4,68.007,
N102,bridge,B,VADHUGLAR BOX CULVERT,23.9496111111111,91.1167,3.0,69.643,
N102,bridge,C,Kath toli old Bridge,23.9551944,91.1163889,90.6,70.285,
N102,bridge,A,Dakhin Pouro tala bridge,23.9679353219827,91.1013978806034,32.15,73.118,
N102,bridge,B,GHATARA BRIDGE,24.0016666666666,91.1095833333333,18.3,76.824,
N102,bridge,A,SUHILPUR MIRHATI BOX CULVERT,24.0098888888888,91.1093611111111,3.0,77.75,
N102,bridge,B,MOLABI BARI CULVERT,24.01325,91.1097222222222,6.5,78.132,
N102,bridge,A,SUHIL PUR BOX CULVERT,24.0173611111111,91.0769444444444,7.0,78.587,
N102,bridge,B,UTTOR SHOHIL PUR CULVERT,24.0275277777777,91.1125,3.0,79.737,
N102,bridge,A,BATHBARIA BOX CULVERT,24.0458611111111,91.1146944444444,3.0,81.779,
N102,sourcesink,,Meet with N 2 at Sanail,24.0506111,91.1146667,,82.682,
N104,sourcesink,,Intersection with Z1031,23.0096667,91.3994163,,0.0,
N104,bridge,A,Shasaugtachha culvert,23.4698611111111,91.1629166666666,3.65,0.349,
N104,bridge,B,S.S.SK ROAD SLAB CULVERT,23.0093333333333,91.3952222222222,2.7,0.417,
N104,bridge,C,PAZGACIA SLAB CULVERT,23.0098888888888,91.3737222222222,2.7,2.63,
N104,bridge,B,MATIARA SLAB CULVERT,23.0045833333333,91.3544999999999,2.7,4.693,
N104,bridge,A,SILONIA BOX CVLVERT,22.9836944444444,91.339,1.9,7.882,
N104,bridge,B,Selonia bridge,22.9825827,91.3375274,89.23,8.075,
N104,bridge,C,AMIR GOAN SLAB CULVERT,22.9715833333333,91.3343333333333,2.8,9.34,
N104,bridge,A,BAKER BAZAR BOX CULVERT,22.9610833333333,91.3330277777777,3.0,10.51,
N104,bridge,A,Matuvhuia Bridge,22.9538611,91.326166,48.71,11.616,
N104,bridge,C,CHONG ARPULL BOX CULVERT,22.9465833333333,91.3168611111111,3.0,12.865,
N104,bridge,C,DAGHANBUIYA SLAB CULVERT,22.9381388888888,91.2974722222222,4.4,15.221,
N104,bridge,A,RAMNAGAR BRIGE,23.9411944444444,91.2764722222222,6.0,17.41,
N104,bridge,A,RAMNAGAR SIAB CULVERT,22.9440277777777,91.2643333333333,2.5,18.717,
N104,bridge,B,RAMNAGAR SLAB CULVERT (3),22.9443888888888,91.2619722222222,12.6,18.96,
N104,bridge,C,BHUYAIN DIGI CULVERT,22.9530277777777,91.242,3.1,21.289,
N104,bridge,C,Kallyandi Bridge,22.9576944,91.2321104,9.25,22.483,
N104,bridge,B,SANBAG CULVERT,22.9573611111111,91.2218611111111,2.8,23.538,
N104,bridge,A,SOMIR BAZAR SLAB CULVERT,22.9545555555555,91.20775,2.5,25.02,
N104,bridge,C,SHIBPUR SLAB CULVERT,22.9524166666666,91.1870277777777,2.7,27.179,
N104,bridge,A,BAROPAL SLAB CULVERT,22.9496944444444,91.1749722222222,9.1,28.457,
N104,bridge,B,SONYGOFULL CULVERT,22.9479722222222,91.1571666666666,3.0,30.328,
N104,bridge,C,PASHIMSIB PUR,22.9477777777777,91.1471111111111,6.0,31.358,
N104,bridge,B,HAZIPUR CULVERT,22.9468888888888,91.1404166666666,3.2,32.042,
N104,bridge,A,Choumohni Bazar(Left),22.946,91.1233888888888,20.5,33.81,
N104,bridge,B,krimpur Bridge,22.9448333333333,91.1099722222222,38.2,35.203,
N104,bridge,A,ALIPUR BOX CULVERT,22.9393611111111,91.1041666666666,3.1,36.331,
N104,bridge,A,CONTRACTOR MOSJIDE BOX CULNERT,22.9360277777777,91.1041666666666,6.5,36.7,
N104,bridge,C,DARMACHPUR CULVERT,22.9313888888888,91.1040833333333,3.2,37.221,
N104,bridge,B,MAMZAN BIBO BOX CULVERT,22.9226666666666,91.1027222222222,18.6,38.197,
N104,bridge,B,AKLASPUR CULVERT,22.91775,91.10225,3.0,38.747,
N104,bridge,D,BARIPOLE BOX,22.9066388888888,91.1007499999999,6.2,39.991,
N104,bridge,A,KABOWA BAZAR BOX CULVERT,22.9002222222222,91.0993055555555,9.4,40.719,
N104,bridge,C,TOWN HALL MORE CULVERT,22.8675,91.0969166666666,1.0,44.384,
N104,bridge,A,BOXSI MAZIR BOX CULVERT,22.8633888888888,91.0968055555555,6.4,44.84,
N104,bridge,A,GAPTANG BOX CULVERT,22.8610277777777,91.09625,6.5,45.109,
N104,bridge,B,POKIR PUR BOX CULVERT,22.8570277777777,91.0968888888888,3.5,45.558,
N104,bridge,D,Dotter Hut Bridge,22.8461277044117,91.0971399698529,16.39,47.345,
N104,bridge,A,OUTTOR SONAPUR BOX CULVERT,22.8344166666666,91.1005,2.0,48.19,
N104,bridge,B,UTTOR SONAPUR SLAB CULVERT,22.8324722222222,91.1005555555555,2.0,48.417,
N104,bridge,A,SONAMIPUR BOX CULVERT,22.8280833333333,91.1012222222222,3.0,48.939,
N104,sourcesink,,Meet with Z1441& Z1405 at Sonapur.,22.8257493,91.1014444,,49.63,
N105,sourcesink,,"Starts of road from N1,Dhaka teknaf road at Madanpur.",23.6904163,90.5466108,,0.0,
N105,bridge,C,MODONPUR,23.6906666666666,90.54675,12.8,0.024,
N105,bridge,A,MODONPUR COLLEGE,23.6985555555555,90.5515277777777,6.25,1.1,
N105,bridge,A,LALADI CULVERT,23.7073055555555,90.5607777777777,6.1,2.313,
N105,bridge,A,KHAJLA PUR,23.7161666666666,90.5701111111111,6.0,3.769,
N105,bridge,A,KAZI PARA,23.7276944444444,90.5834444444444,6.1,5.641,
N105,bridge,A,BOSTROL CULVERT,23.7309999999999,90.5872777777777,6.0,6.178,
N105,bridge,A,BRAAMAN,23.8456388888888,90.5400277777777,10.4,16.585,
N105,bridge,A,BRAMMAN KALY,23.8351388888888,90.5399444444444,6.2,16.791,
N105,bridge,A,SHIMOLIA,23.8393888888888,90.5361666666666,6.0,17.39,
N105,bridge,A,MAZIPARA,23.8492777777777,90.5269722222222,4.6,18.846,
N105,bridge,A,CHAPRA,23.8601944444444,90.5179722222222,4.5,20.374,
N105,bridge,A,CHAPRY,23.86225,90.5168055555555,4.5,20.625,
N105,bridge,A,POLKHAN,23.868,90.5121666666666,4.5,21.44,
N105,bridge,A,POLKHAN,23.86925,90.5102777777777,6.2,21.674,
N105,bridge,A,GULLEN,23.8714444444444,90.5068055555555,4.6,22.104,
N105,bridge,A,GOLLAR,23.8795555555555,90.5024444444444,6.0,23.164,
N105,bridge,A,KEAFON,23.8855,90.4848055555555,4.6,23.992,
N105,bridge,A,MADANPUR,23.8859722222222,90.4924444444444,6.0,24.561,
N105,bridge,A,ULAKOLA,23.899,90.4815277777777,209.0,26.697,
N105,bridge,A,PATARTEK,23.9028333333333,90.48025,4.5,27.14,
N105,bridge,A,SHAMARSINGH,23.9069722222222,90.4788055555555,4.5,27.625,
N105,bridge,A,SHAMARSINGH,23.9116388888888,90.4734444444444,4.5,28.385,
N105,bridge,A,MADANPUR,23.91375,90.4706666666666,4.5,28.751,
N105,bridge,A,Ulukhola Bridge,23.8858911498789,90.4927756864406,174.75,29.116,
N105,bridge,A,NARAYAN ROLI,23.9214166666666,90.4645833333333,5.0,29.868,
N105,bridge,A,NARAYAN ROLI,23.9240277777777,90.4591666666666,5.0,30.49,
N105,bridge,A,SHAMMUDDA,23.9308333333333,90.4516944444444,4.5,31.612,
N105,bridge,A,SHAMMUDDA,23.9326944444444,90.4491388888889,1.0,31.941,
N105,bridge,A,SAMUDAA,23.9340277777777,90.4473055555555,3.0,32.178,
N105,bridge,A,SHAMUDDA,23.9363333333333,90.4440555555555,3.4,32.594,
N105,bridge,A,DIRAJGRAM,23.9495833333333,90.4148333333333,5.0,34.758,
N105,bridge,A,DIRAJSHRAM,23.9492222222222,90.4141111111111,5.0,34.834,
N105,bridge,A,DIRASURAM,23.95075,90.4106388888889,13.0,35.204,
N105,bridge,A,BASURA,23.9521944444444,90.4038888888889,3.0,35.821,
N105,bridge,A,BASURA,23.9562222222222,90.4012777777777,4.5,36.521,
N105,bridge,A,JUGITALA,23.9701388888888,90.3972777777777,7.0,38.12,
N105,bridge,A,MOGORKHAL,23.9735833333333,90.3940277777777,6.0,38.653,
N105,bridge,A,MOGORKHAL,23.9761388888888,90.3900277777777,3.0,39.09,
N105,bridge,A,MONGLEKHAN,23.9760833333333,90.3875,3.0,39.372,
N105,bridge,A,MADANPUR,23.9772777777777,90.3844166666666,3.0,39.716,
N105,bridge,A,BOGRA,23.9774722222222,90.3783055555555,3.0,40.338,
N105,bridge,A,BOGRA-2,23.9774444444444,90.3753888888888,3.0,40.635,
N105,bridge,A,BOGRA-3 BOX CULVERT,23.9780277777777,90.3716111111111,3.0,41.036,
N105,bridge,A,NOWZAR,23.9826944444444,90.3670555555555,3.0,41.73,
N105,bridge,A,NOWZAR-2,23.9863333333333,90.3628888888888,3.0,42.318,
N105,sourcesink,,"B.Bridge 83 km,Tangail 60 km / End of Road  Intersection at N4 at Joydebpur.",23.9895274,90.3582222,,48.87,
N2,sourcesink,,Road Start from N1 at Katchpur,23.7059167,90.5214438,,0.0,
N2,intersection,,,23.7059167,90.5214438,,0.0,N1
N2,bridge,C,Jatramura Bridge,23.7182771,90.5156944,36.7,1.511,
N2,intersection,,,23.785333,90.5685549,,11.464,N1
N2,bridge,C,Gola kandail Bridge.,23.7853886,90.5691104,19.0,11.482,
N2,bridge,A,SHAWGHAT BOX CULVERT,23.7891944444444,90.5742222222222,3.9,12.18,
N2,bridge,B,ADURI BOX CULVERT,23.7976111111111,90.5808055555555,4.9,13.366,
N2,bridge,B,ADURI BOX CULVERT,23.804,90.5869999999999,3.5,14.333,
N2,bridge,A,BANTI BOX CULVERT,23.8140555555555,90.5946111111111,3.4,15.677,
N2,bridge,C,Banti Bridge,23.8240271,90.6041389,72.15,16.19,
N2,bridge,C,PATCHRUKHI CULVERT,23.8241388888888,90.6040555555555,3.1,17.138,
N2,bridge,A,PUTCHRUCLAI CULVERT,23.8295555555555,90.6092222222222,4.5,17.966,
N2,bridge,B,SON PARA,23.8361944444444,90.6158055555555,8.3,18.944,
N2,bridge,A,FURINGDIA BOX CULVERT,23.8419722222222,90.6224722222222,8.3,19.895,
N2,bridge,A,PURINDA BAZAR BOX CULVERT,23.8469166666666,90.6272222222222,4.0,20.514,
N2,bridge,A,PURINDHA BOX CULVERT,23.8496944444444,90.6315555555555,8.0,21.168,
N2,bridge,B,SHAT GRAM BOX CULVERT,23.8553055555555,90.6386666666666,4.0,22.144,
N2,bridge,A,BAGBARI BOX CULVERT,23.8551666666666,90.6522777777777,4.0,23.556,
N2,bridge,A,RAINADI BOX CULVERT,23.8548888888888,90.6586944444444,4.0,24.2,
N2,bridge,A,KANDA PARA BOX CULVERT,23.8544444444444,90.6634722222222,4.0,24.708,
N2,bridge,A,NAWPARA BOX CULVERT,23.8539166666666,90.6673055555555,2.0,25.107,
N2,bridge,A,KURIRPARA BOX CULVERT,23.8780555555555,90.6666111111111,2.5,28.442,
N2,bridge,A,CHAITABOR BOX CULVERT,23.8821388888888,90.6665833333333,2.5,28.943,
N2,bridge,A,Panchdona Bridge,23.8943052,90.6717771,31.72,30.514,
N2,bridge,B,BOLTIRISH KANE CULVERT,23.8943055555555,90.6718888888888,3.0,31.026,
N2,bridge,C,SHIKANDI BOX CULVERT,23.8951111111111,90.67425,2.5,31.279,
N2,bridge,A,UTTAR BAYANDA CULVERT,23.9048611111111,90.6851111111111,3.6,32.969,
N2,bridge,A,BAGDI BOX CULVERT,23.9130277777777,90.6893055555555,12.7,35.205,
N2,bridge,A,BAGDI - 2 CULVERT,23.9183611111111,90.6939444444444,3.0,35.565,
N2,bridge,A,Basail Bridge,23.9307216,90.7045833,27.4,36.488,
N2,bridge,B,VALARAGAR CULVERT,23.9343333333333,90.7076666666666,1.5,37.022,
N2,bridge,C,BALANAGAR BRIDGE,23.9307222222222,90.7046388888889,69.5,37.61,
N2,bridge,A,KARAR CHAR CULVERT,23.9427222222222,90.7099166666666,3.0,38.015,
N2,bridge,A,KARAR CHAR CULVERT (2),23.9391666666666,90.71,12.6,38.348,
N2,bridge,A,NAGOR BARI CULVERT,23.9528055555555,90.7148333333333,5.5,39.241,
N2,bridge,A,PATUAR PAR CULVERT,23.9555277777777,90.7162777777777,3.4,39.589,
N2,bridge,A,BARAITULA BUSTANT CULVERT,23.9598333333333,90.7186388888888,3.0,40.114,
N2,bridge,B,SAYED NAGAR CULVERT,23.9655277777777,90.7218055555555,3.5,40.564,
N2,bridge,A,SAYEA NAGAR (2) CULVERT,23.9658055555555,90.7218055555555,3.0,40.819,
N2,bridge,A,SAYED NAGOR CULVERT,23.97,90.7244722222222,1.8,41.375,
N2,bridge,B,SAYED NAGOR CULVERT,23.9723888888888,90.7265833333333,14.1,41.734,
N2,bridge,B,SAYED NAGOR CULVERT,23.9753333333333,90.7291388888889,8.3,42.153,
N2,bridge,A,ITAKHOLA CULVERT,23.9778611111111,90.7314166666666,2.0,42.51,
N2,bridge,A,ITAKHOLO CULVERT,23.9803888888888,90.7348055555555,12.6,42.998,
N2,bridge,A,SHASPUR CULVERT,23.9818055555555,90.7395555555555,2.5,43.523,
N2,bridge,A,GASIRDIA CULVERT,23.9854722222222,90.7458611111111,4.0,44.274,
N2,bridge,A,GASHIRDIA BOX CULVERT,23.9216111111111,90.6967777777777,4.1,45.151,
N2,bridge,B,SIMBI RCC GIRDER,23.9880277777777,90.7473611111111,105.15,45.931,
N2,bridge,A,KHARAMARA BOX CULVERT,23.9956111111111,90.7626111111111,10.3,46.33,
N2,bridge,A,KUNDAR PARA (1) BOX CULVERT,23.9936666666666,90.7590277777777,3.9,46.511,
N2,bridge,A,KUNDARPARA (2) BOX CULVERT,23.9974722222222,90.7661111111111,2.0,46.765,
N2,bridge,A,HAZI BAGAN CULVERT,24.00025,90.7714722222222,9.6,47.384,
N2,bridge,A,SHARIPULAIA BOX CULVERT,23.9963888888888,90.7640555555555,9.5,48.264,
N2,bridge,A,SHRISTIGAR BOX CULVERT,24.007,90.7893055555555,9.55,49.335,
N2,bridge,A,HAGIBAGAN BOX CULVERT,24.0089166666666,90.7925277777777,3.0,49.755,
N2,bridge,A,CHITAMNI BOX CULVERT,24.0167777777777,90.8044444444444,5.4,51.24,
