Unnamed: 0,road,name,LRP Start,Offset Start,Chainage Start,LRP_end,Óffset_end,Chainage_end,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitude Decimal,road_number,EVV,Chainage,Chainag_end,Condition_A_Count,Condition_B_Count,Condition_C_Count,Condition_D_Count,Flood_Risk_A_Count,Flood_Risk_B_Count,Flood_Risk_C_Count,Flood_Risk_D_Count,Weighted_Sum
1008,R585,Bhaduria(Int.with Z5851)-Bejon(Int.with Z5864),LRP035,555,34.505,LRP050,895,49.915,15.41,49.0,913.0,180.0,158.0,125.0,95.0,43.0,64.0,398.0,1263.0,1539.0,1394.0,0.0,3288.0,2933.0,6221.0,6221.0,LRP035,33.95,Km Post,Dinajpur 73km,25.3283049,89.1496386,R585,15928.5,34.505,49.915,16.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,75.0
1011,R585,Bejon(Int.with Z5864)-Birampur(Int.with Z5851),LRP050,895,49.915,LRP054,442,53.542,3.627,198.0,1344.0,580.0,560.0,590.0,354.0,306.0,249.0,553.0,1414.0,721.0,397.0,2.0,6148.0,1120.0,7268.0,7268.0,LRP050,49.02,Km Post,Dinajpur 58km,25.3601389,89.0081667,R585,30966.5,49.915,53.542,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,25.0
1014,R585,Birampur(Int.with Z5851)-Fulbari Trimohoni(Int.with R556),LRP054,442,53.542,LRP066,1200,66.22,12.678,198.0,1344.0,580.0,560.0,590.0,354.0,306.0,249.0,553.0,1414.0,721.0,397.0,2.0,6148.0,1120.0,7268.0,7268.0,LRP054,53.1,Km Post,Dinajpur 54km,25.3875274,88.9884719,R585,30966.5,53.542,66.22,6.0,8.0,4.0,0.0,0.0,0.0,18.0,0.0,88.0
1017,R585,Fulbari Trimohoni(Int.with R556)-Fulbari (Int.with Z5857),LRP066,1200,66.22,LRP069,430,68.48,2.26,81.0,670.0,395.0,149.0,385.0,103.0,43.0,120.0,278.0,1049.0,398.0,272.0,0.0,3273.0,670.0,3943.0,3943.0,LRP066,65.02,Km Post,Dinajpur 42km,25.4880274,88.9645,R585,15368.0,66.22,68.48,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,14.0
1020,R585,Fulbari (Int.with Z5857)-Amtali(Int.with Z5804),LRP069,430,68.48,LRP087,1792,87.752,19.272,81.0,670.0,395.0,149.0,385.0,103.0,43.0,120.0,278.0,1049.0,398.0,272.0,0.0,3273.0,670.0,3943.0,3943.0,LRP069,68.05,Km Post,Dinajpur39km,25.5014167,88.9483052,R585,15368.0,68.48,87.752,18.0,7.0,2.0,0.0,0.0,0.0,27.0,0.0,119.0
1023,R585,Amtali(Int.with Z5804)-Dinajpur (Fulbari Bus Stand)Int.with R556,LRP087,1792,87.752,LRP107,44,105.624,17.872,81.0,670.0,395.0,149.0,385.0,103.0,43.0,120.0,278.0,1049.0,398.0,272.0,0.0,3273.0,670.0,3943.0,3943.0,LRP087,85.96,Km Post,Dinajpur 21km,25.5398052,88.7904163,R585,15368.0,87.752,105.624,8.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,48.0
1026,R585,Dinajpur (Fulbari Bus Stand)Int.with R556-Dinajpur (Hospital More),LRP107,44,105.624,LRP107,1150,106.73,1.106,0.0,150.0,121.0,0.0,95.0,80.0,27.0,87.0,2317.0,2478.0,1851.0,1791.0,0.0,5355.0,3642.0,8997.0,8997.0,LRP107,105.58,Km Post,Thakurgaon 58km,25.622916,88.643833,R585,13187.5,105.624,106.73,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1029,R604,Tebunia-Chatmohor (Int.with Z6021),LRPS,0,0.0,LRP019,628,18.624,18.624,1.0,178.0,130.0,6.0,92.0,53.0,22.0,22.0,2302.0,689.0,277.0,196.0,0.0,3495.0,473.0,3968.0,3968.0,LRPS,0.0,Others,"Road Start from Tebunia Bazar Intersection at N6, infront of Momtaz Pharmacy .",24.0716382,89.2078611,R604,8962.5,0.0,18.624,11.0,1.0,3.0,0.0,0.0,15.0,0.0,0.0,52.0
1032,R604,Chatmohor (Int.with Z6021)-Int.with Z6029,LRP019,628,18.624,LRP019,2308,20.304,1.68,1.0,178.0,130.0,6.0,92.0,53.0,22.0,22.0,2302.0,689.0,277.0,196.0,0.0,3495.0,473.0,3968.0,3968.0,LRP019,17.996,Km Post,Hatikamrul 39 km,24.2061667,89.2737493,R604,8962.5,18.624,20.304,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0
1035,R604,Chatmohor (Int.with Z6029)-Int.with Z5209,LRP019,2308,20.304,LRP019,4038,22.034,1.73,1.0,178.0,130.0,6.0,92.0,53.0,22.0,22.0,2302.0,689.0,277.0,196.0,0.0,3495.0,473.0,3968.0,3968.0,LRP019,17.996,Km Post,Hatikamrul 39 km,24.2061667,89.2737493,R604,8962.5,20.304,22.034,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
1038,R604,Chatmohor (Int.with Z5209)-Hamkuria (Int.with N507),LRP019,4038,22.034,LRPE,0,40.58,18.546,1.0,178.0,130.0,6.0,92.0,53.0,22.0,22.0,2302.0,689.0,277.0,196.0,0.0,3495.0,473.0,3968.0,3968.0,LRP019,17.996,Km Post,Hatikamrul 39 km,24.2061667,89.2737493,R604,8962.5,22.034,40.58,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0
1041,R685,Rajshahi (Bindur More)-Aam Chattar(Int.with N603),LRPS,0,0.0,LRP004a,0,3.995,3.995,11.0,532.0,409.0,399.0,404.0,490.0,289.0,337.0,4118.0,2702.0,2750.0,1802.0,0.0,9691.0,4552.0,14243.0,14243.0,LRPS,0.0,Others,Start from Monument of Bindur more.,24.3744438,88.6040278,R685,30889.0,0.0,3.995,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0
1044,R685,Aam Chattar(Int.with N603)-Mohonpur (Int.with Z6851),LRP004a,0,3.995,LRP021,365,21.42,17.425,11.0,532.0,409.0,399.0,404.0,490.0,289.0,337.0,4118.0,2702.0,2750.0,1802.0,0.0,9691.0,4552.0,14243.0,14243.0,LRP004a,3.995,Cross Road,N603,24.4085556,88.60875,R685,30889.0,3.995,21.42,19.0,3.0,4.0,0.0,0.0,26.0,0.0,0.0,89.0
1047,R685,"Mohonpur (Int.with Z6851)-Mohonpur, Sahipara(Int.with Z6853)",LRP021,365,21.42,LRP024,1000,24.12,2.7,11.0,532.0,409.0,399.0,404.0,490.0,289.0,337.0,4118.0,2702.0,2750.0,1802.0,0.0,9691.0,4552.0,14243.0,14243.0,LRP021,21.055,Km Post,Naogaon 57 km,24.5442497,88.6473886,R685,30889.0,21.42,24.12,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0
1050,R685,"Mohonpur, Sahipara(Int.with Z6853)-Manda (Int.with Z6852)",LRP024,1000,24.12,LRP049,210,48.535,24.415,6.0,454.0,276.0,257.0,203.0,169.0,279.0,150.0,1066.0,1104.0,296.0,214.0,0.0,3964.0,510.0,4474.0,4474.0,LRP024,23.12,Km Post,Naogaon 55 km,24.5616667,88.6505556,R685,14371.0,24.12,48.535,21.0,8.0,6.0,0.0,0.0,14.0,21.0,0.0,146.0
1053,R685,Manda (Int.with Z6852)-Chowmasia(int.with R545),LRP049,210,48.535,LRPE,0,66.42,17.885,6.0,454.0,276.0,257.0,203.0,169.0,279.0,150.0,1066.0,1104.0,296.0,214.0,0.0,3964.0,510.0,4474.0,4474.0,LRP049,48.325,Km Post,Naogaon 30 km,24.7750549,88.7000556,R685,14371.0,48.535,66.42,13.0,1.0,2.0,0.0,0.0,0.0,16.0,0.0,69.0
1056,R710,Ahaladipur-Rajbari (Int.with Z7102),LRPS,0,0.0,LRP011,155,11.045,11.045,9.0,374.0,176.0,84.0,201.0,168.0,31.0,174.0,1222.0,865.0,247.0,417.0,0.0,3304.0,664.0,3968.0,3968.0,LRPS,0.0,Others,"Start from N7 at Goalanda More,Ahaladipur.",23.6841386,89.6986941,R710,11412.5,0.0,11.045,4.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,25.0
1059,R710,Rajbari (Int.with Z7102)-Bagmara (int.with R711),LRP011,155,11.045,LRP014,375,14.175,3.13,9.0,374.0,176.0,84.0,201.0,168.0,31.0,174.0,1222.0,865.0,247.0,417.0,0.0,3304.0,664.0,3968.0,3968.0,LRP011,10.89,Km Post,"Kushtia 62 km,Pangsha 24 km",23.7491941,89.6379719,R710,11412.5,11.045,14.175,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0
1062,R710,Bagmara (int.with R711)-Tottipur(int.with R712),LRP014,375,14.175,LRP042,740,42.51,28.335,9.0,374.0,176.0,84.0,201.0,168.0,31.0,174.0,1222.0,865.0,247.0,417.0,0.0,3304.0,664.0,3968.0,3968.0,LRP014,13.8,Km Post,"Kushtia 59 km,Pangsha 21 km",23.7545,89.6115833,R710,11412.5,14.175,42.51,15.0,6.0,2.0,0.0,0.0,23.0,0.0,0.0,79.0
1065,R710,Tottipur(int.with R712)-Khoksha(Int.with Z7105),LRP042,740,42.51,LRP047,850,47.65,5.14,11.0,597.0,594.0,223.0,206.0,159.0,125.0,139.0,1627.0,1447.0,944.0,787.0,0.0,5128.0,1731.0,6859.0,6859.0,LRP042,41.77,Km Post,"Kushtia 31 km, Kumarkhali 17 km",23.7903608,89.3600556,R710,19388.0,42.51,47.65,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0
1068,R710,Khoksha(Int.with Z7105)-Charaikhal(Int.with R713),LRP047,850,47.65,LRP063,520,63.55,15.9,11.0,597.0,594.0,223.0,206.0,159.0,125.0,139.0,1627.0,1447.0,944.0,787.0,0.0,5128.0,1731.0,6859.0,6859.0,LRP047,46.8,Km Post,Kushtia 26 km,23.7998886,89.3171104,R710,19388.0,47.65,63.55,11.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,51.0
1071,R710,Charaikhal(Int.with R713)-Kushtia (Chourhash)int.with N704,LRP063,520,63.55,LRPE,0,73.11,9.56,11.0,597.0,594.0,223.0,206.0,159.0,125.0,139.0,1627.0,1447.0,944.0,787.0,0.0,5128.0,1731.0,6859.0,6859.0,LRP063,63.03,Km Post,Kushtia 10 km,23.876166,89.2059722,R710,19388.0,63.55,73.11,3.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,19.0
1077,R745,Kushtia (Trimohoni)-Mirpur Bus stand(int.with Z7451),LRPS,0,0.0,LRP011,140,9.906,9.906,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRPS,0.0,Others,"Start of Road From N704 at Trimohoni Traffic Island infront of Trimohoni Mosjid ,Trimohoni ,Kushtia.",23.9319716,89.0892219,R745,12633.5,0.0,9.906,7.0,4.0,2.0,1.0,0.0,14.0,0.0,0.0,53.0
1080,R745,Mirpur Bus stand(int.with Z7451)-Sadarpur (int.with Z7465),LRP011,140,9.906,LRP020,40,18.809,8.903,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP011,9.766,Km Post,Km post broken,23.930666,88.9945274,R745,12633.5,9.906,18.809,8.0,2.0,3.0,1.0,0.0,14.0,0.0,0.0,53.0
1083,R745,Sadarpur (int.with Z7465)-Bamundi (int.with Z7456),LRP020,40,18.809,LRP030,1080,29.869,11.06,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP020,18.769,Km Post,Meherpur 35 km,23.9026667,88.9151667,R745,12633.5,18.809,29.869,5.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,25.0
1086,R745,Bamundi (int.with Z7456)-Gangni(int.with Z7452),LRP030,1080,29.869,LRP041,775,40.569,10.7,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP030,28.789,Km Post,Information Not Clear,23.8848052,88.8202771,R745,12633.5,29.869,40.569,5.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,45.0
1089,R745,Gangni(int.with Z7452)-Int.with Z7467,LRP041,775,40.569,LRP049,838,48.623,8.054,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP041,39.794,Km Post,Information not clear,23.822916,88.75175,R745,12633.5,40.569,48.623,8.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,35.0
1092,R745,Int.with Z7467-Meherpur(int.with R746),LRP049,838,48.623,LRP054,970,53.74,5.117,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP049,47.785,Km Post,Information not clear,23.794333,88.6836386,R745,12633.5,48.623,53.74,3.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0
1095,R745,Meherpur(int.with R746)-Chuadanga(int.with R748),LRP054,970,53.74,LRP079,1870,79.325,25.585,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP054,52.77,Km Post,Maherpur 1 km,23.7754993,88.6429163,R745,12633.5,53.74,79.325,22.0,3.0,2.0,1.0,0.0,28.0,0.0,0.0,94.0
1098,R745,Chuadanga(int.with R748)-Chuadanga(int.with R747),LRP079,1870,79.325,LRP079,2915,80.37,1.045,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP079,77.455,Km Post,"Chuadanga 2 km,Jhenaidah 39 km",23.6586944,88.8318049,R745,12633.5,79.325,80.37,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
1101,R745,Chuadanga(int.with R747)-Dakbanglow Bazar(int.with Z7460),LRP079,2915,80.37,LRP103,250,101.975,21.605,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP079,77.455,Km Post,"Chuadanga 2 km,Jhenaidah 39 km",23.6586944,88.8318049,R745,12633.5,80.37,101.975,12.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,41.0
1104,R745,Dakbanglow Bazar(int.with Z7460)-DC Office(int.with Z7457),LRP103,250,101.975,LRP116,159,114.975,13.0,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP103,101.725,Km Post,"Jhenaidah 15 km,Magura 44 km",23.5604722,89.0271938,R745,12633.5,101.975,114.975,6.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,42.0
1107,R745,DC Office(int.with Z7457)-Int.with N712,LRP116,159,114.975,LRP116,1202,116.018,1.043,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0,LRP116,114.816,Km Post,"Jhenaidah 2 km,Faridpur 83 km",23.5459719,89.1530278,R745,8135.5,114.975,116.018,,,,,,,,,
1110,R745,Int.with N712-Jhinaidah(int.with N703) ,LRP116,1202,116.018,LRPE,0,116.818,0.8,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0,LRP116,114.816,Km Post,"Jhenaidah 2 km,Faridpur 83 km",23.5459719,89.1530278,R745,8135.5,116.018,116.818,,,,,,,,,
1113,R746,Meherpur(College More) int.with R745- Muaibnagar(int.with R749),LRPS,0,0.0,LRP013,960,13.84,13.84,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRPS,0.0,Others,"Start of the road at college more, intersection with R745",23.7669716,88.6404163,R746,12633.5,0.0,13.84,14.0,2.0,1.0,0.0,0.0,17.0,0.0,0.0,55.0
1116,R746,Muaibnagar(int.with R749)-Mujibnagar Srimity Shoudha,LRP013,960,13.84,LRPE,0,15.636,1.796,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRP013,12.88,Km Post,Mujibnagar 03 km,23.672916,88.6048333,R746,12633.5,13.84,15.636,,,,,,,,,
1119,R748,Chuadanga-Darsana(int.with R749),LRPS,0,0.0,LRP018,340,18.375,18.375,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,LRPS,0.0,Others,Start from Boro bazar more infront of traffic is land intersection at R747 & R745 & R748 Chuadanga.,23.6453052,88.8450552,R748,12633.5,0.0,18.375,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0
1122,R748,Darsana(int.with R749)-Khalishpur(int.with Z7023),LRP018,340,18.375,LRP044,533,44.678,26.303,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0,LRP018,18.035,Km Post,Jibannagar 14 km,23.5301104,88.8071667,R748,8135.5,18.375,44.678,9.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,37.0
1125,R748,Khalishpur(int.with Z7023)-Kotchandpur(int.with Z7024),LRP044,533,44.678,LRP052,567,52.642,7.964,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0,LRP044,44.145,Km Post,Jessore 52 Km,23.388333,88.9378886,R748,8135.5,44.678,52.642,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0
1128,R748,Kotchandpur(int.with Z7024)-Chandpara (int.with Z7489),LRP052,567,52.642,LRP058,935,58.99,6.348,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0,LRP052,52.075,Km Post,Km post broken,23.4130556,89.0047222,R748,8135.5,52.642,58.99,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,24.0
1131,R748,Chandpara (int.with Z7489)-Kaliganj,LRP058,935,58.99,LRP065,832,65.882,6.892,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0,LRP058,58.055,Km Post,Kaliganj 8 km Jessore 38 km,23.3998608,89.0591944,R748,8135.5,58.99,65.882,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,16.0
1134,R820,Kadamtoli More (int.with N802)-Konakhola(Int.with Z8002),LRPS,0,0.0,LRP006a,0,5.973,5.973,0.0,117.0,84.0,149.0,192.0,90.0,34.0,55.0,2446.0,851.0,274.0,1132.0,0.0,4018.0,1406.0,5424.0,5424.0,LRPS,0.0,Others,The road starts from N802 at Kadamtoli More,23.7012222,90.3975274,R820,11448.0,0.0,5.973,4.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,27.0
1137,R820,Konakhola(Int.with Z8002)-Ruhitpur(Int.with Z5069),LRP006a,0,5.973,LRP007,3736,10.166,4.193,0.0,117.0,84.0,149.0,192.0,90.0,34.0,55.0,2446.0,851.0,274.0,1132.0,0.0,4018.0,1406.0,5424.0,5424.0,LRP006a,5.973,"Side Road, Right","Konakhola, Z8002",23.6979997,90.3449997,R820,11448.0,5.973,10.166,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
1140,R820,Ruhitpur(Int.with Z5069)-Kharsur (Int.with Z8003),LRP007,3736,10.166,LRP019,2721,21.711,11.545,0.0,204.0,374.0,159.0,139.0,302.0,39.0,442.0,2621.0,505.0,114.0,641.0,0.0,4785.0,755.0,5540.0,5540.0,LRP007,6.43,Km Post,Dohar 36Km,23.6978886,90.3403052,R820,15595.0,10.166,21.711,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,14.0
1143,R820,Kharsur (Int.with Z8003)-Tikarpur(int.with Z8204),LRP019,2721,21.711,LRP024,2578,26.016,4.305,0.0,204.0,374.0,159.0,139.0,302.0,39.0,442.0,2621.0,505.0,114.0,641.0,0.0,4785.0,755.0,5540.0,5540.0,LRP019,18.99,Km Post,Info missing,23.6471941,90.266666,R820,15595.0,21.711,26.016,3.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,21.0
1146,R820,Tikarpur (int.with Z8204) -Dohar (Bashtala)int with Z8207,LRP024,2578,26.016,LRP041,802,41.911,15.895,0.0,204.0,374.0,159.0,139.0,302.0,39.0,442.0,2621.0,505.0,114.0,641.0,0.0,4785.0,755.0,5540.0,5540.0,LRP024,23.438,Km Post,Info missing,23.6368052,90.2318327,R820,15595.0,26.016,41.911,3.0,2.0,6.0,2.0,13.0,0.0,0.0,0.0,46.0
1149,R820,Dohar (Bashtala)int with Z8207-Meghula (Int.with Z8204),LRP041,802,41.911,LRP049,888,49.591,7.68,0.0,204.0,374.0,159.0,139.0,302.0,39.0,442.0,2621.0,505.0,114.0,641.0,0.0,4785.0,755.0,5540.0,5540.0,LRP041,41.109,Km Post,Info missing,23.6368052,90.11075,R820,15595.0,41.911,49.591,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,16.0
1152,R820,Meghula (Int.with Z8204)-Fultala(Int.with Z8205),LRP049,888,49.591,LRP055,771,55.758,6.167,0.0,183.0,244.0,164.0,138.0,210.0,76.0,356.0,1335.0,460.0,61.0,268.0,0.0,3166.0,329.0,3495.0,3495.0,LRP049,48.703,Km Post,Dohar 5km,23.5853608,90.1426386,R820,10922.5,49.591,55.758,,,,,,,,,
1155,R820,Fultala(Int.with Z8205)-Srinagar (Int.with N8),LRP055,771,55.758,LRPE,0,72.052,16.294,0.0,183.0,244.0,164.0,138.0,210.0,76.0,356.0,1335.0,460.0,61.0,268.0,0.0,3166.0,329.0,3495.0,3495.0,LRP055,54.987,Km Post,Dohar 11km,23.5406663,90.1644444,R820,10922.5,55.758,72.052,1.0,3.0,4.0,1.0,9.0,0.0,0.0,0.0,32.0
1158,R821,Sreenagar (int.with N8)-Sreenagar Bazar(int.with R820),LRPS,0,0.0,LRPS,1285,1.285,1.285,0.0,117.0,84.0,149.0,192.0,90.0,34.0,55.0,2446.0,851.0,274.0,1132.0,0.0,4018.0,1406.0,5424.0,5424.0,LRPS,0.0,Others,The road starts from N8,23.5255827,90.2858608,R821,11448.0,0.0,1.285,,,,,,,,,
1161,R850,Takerhat-Gaindhasur (int.with Z8412),LRPS,0,0.0,LRP019,720,19.07,19.07,38.0,468.0,277.0,151.0,161.0,69.0,34.0,47.0,1234.0,751.0,86.0,673.0,0.0,3230.0,759.0,3989.0,3989.0,LRPS,0.0,Others,Start of road from N8 at round about Takerhat Bus stand.,23.227166,90.0198882,R850,12609.0,0.0,19.07,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,25.0
1164,R850,Gaindhasur (int.with Z8412)-Haridashpur Bridge(Int.with N805),LRP019,720,19.07,LRP035,740,35.09,16.02,19.0,257.0,311.0,146.0,159.0,75.0,16.0,29.0,843.0,922.0,783.0,1833.0,5.0,2777.0,2621.0,5398.0,5398.0,LRP019,18.35,Km Post,"Gopalgonj 20 km, Khulna 75 km",23.1238327,89.9068889,R850,11746.5,19.07,35.09,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,11.0
1167,R850,Haridashpur Bridge(Int.with N805)-Borashi (Int.with Z8408),LRP035,740,35.09,LRP039,580,38.46,3.37,19.0,257.0,311.0,146.0,159.0,75.0,16.0,29.0,843.0,922.0,783.0,1833.0,5.0,2777.0,2621.0,5398.0,5398.0,LRP035,34.35,Km Post,"Gopalgonj 4 km, Khulna 59 km",23.0287216,89.8275549,R850,11746.5,35.09,38.46,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0
1170,R850,Borashi (Int.with Z8408)-Mollahat,LRP039,580,38.46,LRPE,0,44.83,6.37,19.0,257.0,311.0,146.0,159.0,75.0,16.0,29.0,843.0,922.0,783.0,1833.0,5.0,2777.0,2621.0,5398.0,5398.0,LRP039,37.88,Km Post,"Khulna 55 km, Tungipara 19 km",23.0057222,89.8264716,R850,11746.5,38.46,44.83,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0
1173,R861,Monohar Bazar More-Shariatpur (Premtola),LRPS,0,0.0,LRP006,1044,6.904,6.904,0.0,152.0,214.0,104.0,339.0,274.0,97.0,92.0,1871.0,1648.0,267.0,391.0,0.0,4791.0,658.0,5449.0,5449.0,LRPS,0.0,Others,Start of road from R860 at Monoharpur more.,23.1869997,90.3318882,R861,13327.5,0.0,6.904,2.0,0.0,6.0,1.0,0.0,9.0,0.0,0.0,42.0
1176,R870,Rupatali bus stand - Satpakia (Int.with Z8709),LRPS,0,0.0,LRP009,964,9.671,9.671,41.0,192.0,364.0,97.0,149.0,116.0,44.0,128.0,709.0,797.0,509.0,547.0,0.0,2637.0,1056.0,3693.0,3693.0,LRPS,0.0,Others,Start of Road at Rupatoli more (Gole Chokkor) Infront of hotel Metropolition and Intersection at N8 & R870 Barisal.,22.678666,90.347083,R870,10179.5,0.0,9.671,8.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,33.0
1179,R870,"Satpakia, Int with Z8709 - Jhalokhati Bus stand",LRP009,964,9.671,LRP015,381,15.053,5.382,41.0,192.0,364.0,97.0,149.0,116.0,44.0,128.0,709.0,797.0,509.0,547.0,0.0,2637.0,1056.0,3693.0,3693.0,LRP009,8.707,Km Post,Jhalokati 8 km,22.6671104,90.2681104,R870,10179.5,9.671,15.053,7.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,30.0
1182,R870,Jhalokati Bus stand - (Int with Z8702) Rajapur,LRP015,381,15.053,LRP029,1207,29.935,14.882,41.0,192.0,364.0,97.0,149.0,116.0,44.0,128.0,709.0,797.0,509.0,547.0,0.0,2637.0,1056.0,3693.0,3693.0,LRP015,14.672,Km Post,Jhalokati 2 km,22.6429163,90.2173882,R870,10179.5,15.053,29.935,16.0,3.0,2.0,1.0,0.0,22.0,0.0,0.0,76.0
1185,R870,"(Int with Z8702) Rajapur - Int Z8705, Bhandaria",LRP029,1207,29.935,LRP044,298,43.972,14.037,41.0,192.0,364.0,97.0,149.0,116.0,44.0,128.0,709.0,797.0,509.0,547.0,0.0,2637.0,1056.0,3693.0,3693.0,LRP029,28.728,Km Post,Rajapur 1 km,22.5768882,90.1441108,R870,10179.5,29.935,43.972,22.0,1.0,4.0,1.0,0.0,28.0,0.0,0.0,96.0
1188,R870,"Bhandaria, Int.with Z8705 - Int Z8701, Chankhali",LRP044,298,43.972,LRP051,830,51.524,7.552,0.0,0.0,137.0,0.0,0.0,158.0,134.0,133.0,1575.0,726.0,579.0,860.0,0.0,2863.0,1439.0,4302.0,4302.0,LRP044,43.674,Km Post,Pirojpur 20 km,22.486833,90.0670827,R870,7575.5,43.972,51.524,14.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,68.0
