,road,name,LRP Start,Offset Start,Chainage Start,LRP_end,Óffset_end,Chainage_end,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitude Decimal,road_number,EVV
3156,Z1052,Chapapur (int.with N120)-Tomsom Bridge(int.with R140),LRPS,0,0.0,LRP001,2990,3.49,3.49,0.0,202.0,333.0,72.0,16.0,241.0,111.0,230.0,5934.0,1907.0,1356.0,3410.0,0.0,9046.0,4766.0,13812.0,13812.0,LRPS,0,Others,Road start from N120 at Chapapur Comilla.,23.4510278,91.2127778,Z1052,24638.0
3165,Z1053,Gouripur-Homna,LRPS,0,0.0,LRP017,726,17.95,17.95,0.0,198.0,542.0,2.0,143.0,278.0,78.0,142.0,1786.0,795.0,85.0,2194.0,0.0,3964.0,2279.0,6243.0,6243.0,LRPS,0,Others,Start of road from N1 at Gouripur,23.531416,90.7824438,Z1053,14903.5
3168,Z1054,Barkal Bridge-Barkal Union,LRPS,0,0.0,LRPS,1675,1.675,1.675,0.0,191.0,235.0,0.0,0.0,149.0,0.0,122.0,398.0,143.0,137.0,357.0,0.0,1238.0,494.0,1732.0,1732.0,LRPS,0,Others,Road Start from Z1040 at near Barkal Bridge,22.2008333,91.9530278,Z1054,5648.5
3171,Z1055,Int.with N1-Old ferryghat,LRPS,0,0.0,LRPS,1300,1.3,1.3,0.0,191.0,235.0,0.0,0.0,149.0,0.0,122.0,398.0,143.0,137.0,357.0,0.0,1238.0,494.0,1732.0,1732.0,LRPS,0,Others,"Start of road from N1 at Daudkandi Pouro Central Mosque, Comilla",23.5337219,90.7249438,Z1055,5648.5
3174,Z1056,Daudkandi Bazar Link,LRPS,0,0.0,LRPS,400,0.4,0.4,0.0,12.0,16.0,0.0,0.0,0.0,0.0,18.0,599.0,123.0,147.0,306.0,0.0,768.0,453.0,1221.0,1221.0,LRPS,0,Others,"Start of road from 1055 at Janata Digonistic Centre, Daudkandi, Comilla.",23.5385552,90.7167493,Z1056,1962.5
3177,Z1057,Patiya-Rangunia,LRPS,0,0.0,LRPS,5440,5.44,5.44,0.0,12.0,16.0,0.0,0.0,0.0,0.0,18.0,599.0,123.0,147.0,306.0,0.0,768.0,453.0,1221.0,1221.0,LRPS,0,Others,Start at road from N1 at Patiya,22.2933608,91.9821382,Z1057,1962.5
3180,Z1059,Patiya-Int.with Z1802,LRPS,0,0.0,LRPS,8503,8.503,8.503,0.0,0.0,104.0,0.0,0.0,8.0,0.0,0.0,768.0,249.0,142.0,342.0,0.0,1129.0,484.0,1613.0,1613.0,LRPS,0,Others,Start road from N1 at Patiya.,22.2954163,91.9803049,Z1059,2966.0
3186,Z1060,Int with R112 - Shekher Jaiga,LRPS,0,0.0,LRPS,1568,1.568,1.568,0.0,118.0,141.0,0.0,0.0,14.0,9.0,6.0,667.0,277.0,90.0,196.0,0.0,1232.0,286.0,1518.0,1518.0,LRPS,0,Others,The road starts from R112,23.7464441,90.4723049,Z1060,3898.0
3189,Z1061,Minarbari-Langalbandh,LRPS,0,0.0,LRP002,2030,3.871,3.871,0.0,118.0,141.0,0.0,0.0,14.0,9.0,6.0,667.0,277.0,90.0,196.0,0.0,1232.0,286.0,1518.0,1518.0,LRPS,0,Others,Start of Road from N1 at Langlbandh.,23.6605,90.5671104,Z1061,3898.0
3192,Z1062,Daudkandi-Sriraierchar(Int.with Z1069),LRPS,0,0.0,LRP009,1588,10.58,10.58,0.0,8.0,180.0,0.0,0.0,281.0,31.0,224.0,2836.0,130.0,60.0,154.0,0.0,3690.0,214.0,3904.0,3904.0,LRPS,0,Others,Start of road from N-1 at Daudkandi.,23.5314716,90.7172216,Z1062,9480.0
3198,Z1063,Bhaberchar-Munshiganj,LRPS,0,0.0,LRP008,8973,17.004,17.004,0.0,24.0,0.0,0.0,0.0,25.0,0.0,11.0,2113.0,321.0,254.0,1203.0,0.0,2494.0,1457.0,3951.0,3951.0,LRPS,0,Others,Start of road from N1 at Bhaberchar,23.5589167,90.6559722,Z1063,6227.0
3201,Z1064,Sonargaon Y-Junction at Z1089-Sonargaon Museum,LRPS,0,0.0,LRPS,2132,2.132,2.132,0.0,34.0,46.0,0.0,53.0,56.0,4.0,87.0,1088.0,186.0,107.0,260.0,0.0,1554.0,367.0,1921.0,1921.0,LRPS,0,Others,Strat of Road from Z 1089,23.6380552,90.599083,Z1064,4140.5
3204,Z1065,Maizzertek-Boalkhali,LRPS,0,0.0,LRP005,20670,25.67,25.67,17.0,87.0,74.0,3.0,0.0,90.0,17.0,103.0,1818.0,246.0,130.0,273.0,0.0,2455.0,403.0,2858.0,2858.0,LRPS,0,Others,start of road from N1 at Maizzertek,22.3103333,91.8571111,Z1065,6435.0
3210,Z1066,Int.with Z1061-Nabiganj,LRP003,2300,4.843,LRPE,0,7.271,2.428,0.0,238.0,314.0,0.0,0.0,208.0,34.0,112.0,3210.0,614.0,469.0,799.0,0.0,4730.0,1268.0,5998.0,5998.0,LRP003,2.543,Km Post,Info missing,23.6311382,90.5711938,Z1066,13647.5
3213,Z1069,Matlab-Dhonagoda,LRPS,0,0.0,LRP045,16507,61.699,61.699,0.0,52.0,57.0,0.0,0.0,51.0,17.0,36.0,1140.0,686.0,398.0,554.0,0.0,2039.0,952.0,2991.0,2991.0,LRPS,0,Others,Start from Matlab Ferryghate.,23.3542222,90.7038333,Z1069,4948.0
3219,Z1070,Kaliganj(int.with Z1071)-Kasturighat,LRPS,3822,3.822,LRPE,0,18.748,14.926,0.0,73.0,181.0,18.0,136.0,60.0,54.0,74.0,2663.0,385.0,843.0,1237.0,0.0,3644.0,2080.0,5724.0,5724.0,LRPS,0,Others,Start of road from N107,22.3191938,91.9195549,Z1070,10846.5
3222,Z1071,Santirhat-Kaliganj,LRPS,0,0.0,LRP003,365,3.225,3.225,8.0,111.0,168.0,39.0,139.0,146.0,178.0,47.0,213.0,133.0,125.0,394.0,0.0,1182.0,519.0,1701.0,1701.0,LRPS,0,Others,Road start from N1 at Santirhat,22.3000833,91.8915552,Z1071,5671.5
3225,Z1075,Steamerghat-Upazilla Chattar,LRPS,0,0.0,LRPS,1912,1.912,1.912,0.0,0.0,49.0,0.0,0.0,307.0,0.0,0.0,785.0,224.0,239.0,1015.0,0.0,1365.0,1254.0,2619.0,2619.0,LRPS,0,Others,Road start from Steamerghat at Kutubdia,21.81425,91.8708882,Z1075,4806.5
3228,Z1076,Kutubdia(Akbar Ali Ghat)-Tabalchhara,LRPS,0,0.0,LRP012,7420,20.27,20.27,0.0,0.0,49.0,0.0,0.0,307.0,0.0,0.0,785.0,224.0,239.0,1015.0,0.0,1365.0,1254.0,2619.0,2619.0,LRPS,0,Others,Start from Akbar Ali Ghat at Kutubdia,21.9132778,91.8832493,Z1076,4806.5
3231,Z1081,Munshirhat-Int.with Z1031,LRPS,0,0.0,LRP009,886,8.933,8.933,0.0,17.0,81.0,0.0,0.0,80.0,0.0,9.0,498.0,163.0,265.0,204.0,0.0,848.0,469.0,1317.0,1317.0,LRPS,0,Others,Road start at Intersection with Z1033 at Munshirhat.,23.1037778,91.4310549,Z1081,2625.5
3234,Z1081,Int.with Z1031-Fazilpur(Int.with N1),LRP009,886,8.933,LRP022,889,22.075,13.142,0.0,0.0,122.0,0.0,6.0,8.0,3.0,204.0,287.0,184.0,176.0,76.0,0.0,814.0,252.0,1066.0,1066.0,LRP009,8.05,Km Post,Fazilpur 15 km,23.0492774,91.4528611,Z1081,2473.0
3237,Z1083,Salauddin School More-Sadar Hospital More,LRPS,0,0.0,LRPS,2749,2.749,2.749,0.0,470.0,389.0,13.0,221.0,189.0,94.0,89.0,1421.0,513.0,176.0,377.0,0.0,3399.0,553.0,3952.0,3952.0,LRPS,0,Others,Intersection with Z1031 at salauddin school road,23.0269438,91.3805549,Z1083,13214.0
3240,Z1084,Muhuriganj-Int.with Z1025,LRPS,0,0.0,LRPS,11000,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,40.0,50.0,70.0,0.0,108.0,120.0,228.0,228.0,LRPS,0,Others,Start of Road From Jingira,22.8594722,91.5298049,Z1084,271.0
3246,Z1087,Barabkunda-Katirhat,LRPS,0,0.0,LRPS,12485,12.485,12.485,50.0,249.0,521.0,47.0,124.0,552.0,54.0,181.0,2673.0,658.0,481.0,683.0,0.0,5109.0,1164.0,6273.0,6273.0,LRPS,0,Others,Start of road from N1 of Barabkunda,22.5806938,91.6798604,Z1087,17604.5
3249,Z1088,CUFL Gate-Juidandi Ferryghat,LRPS,0,0.0,LRP004,11008,15.008,15.008,50.0,249.0,521.0,47.0,124.0,552.0,54.0,181.0,2673.0,658.0,481.0,683.0,0.0,5109.0,1164.0,6273.0,6273.0,LRPS,0,Others,The road starts from Malkhan Bazar,22.2238327,91.8426386,Z1088,17604.5
3255,Z1089,Int.with Z1064-Anandabazar,LRPS,539,0.539,LRPE,0,6.702,6.163,0.0,76.0,111.0,0.0,0.0,67.0,14.0,155.0,2941.0,303.0,131.0,762.0,0.0,3667.0,893.0,4560.0,4560.0,LRPS,0,Others,Start of road from N1 of Mograpara.,23.635833,90.5948886,Z1089,9239.5
3258,Z1095,Sarikait-Santoshpur,LRPS,0,0.0,LRP019,2568,19.948,19.948,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,790.0,207.0,563.0,723.0,0.0,1030.0,1286.0,2316.0,2316.0,LRPS,0,Others,Road Start from Kazi para Bazar.,22.4143333,91.4944441,Z1095,3022.5
3261,Z1098,Coxs Bazar (Laboni More)-Shaplapur,LRPS,0,0.0,LRP022,360,22.245,22.245,0.0,45.0,121.0,0.0,25.0,154.0,178.0,62.0,1194.0,388.0,43.0,640.0,0.0,2167.0,683.0,2850.0,2850.0,LRPS,0,Others,Road start from N110 at Kolatoli Beach,21.4160833,91.9844163,Z1098,6284.5
3264,Z1099,Teknaf-Shaparirdwip,LRPS,0,0.0,LRP008,5420,13.7,13.7,0.0,35.0,60.0,0.0,34.0,223.0,24.0,40.0,1614.0,518.0,144.0,2644.0,11.0,2548.0,2799.0,5347.0,5347.0,LRPS,0,Others,Road Start of Teknaf Shahparirdwip road N1.,20.8628611,92.2982219,Z1099,8684.0
3267,Z1101,Mirdabari-Int.with N1,LRPS,0,0.0,LRPS,658,0.658,0.658,0.0,71.0,108.0,0.0,0.0,58.0,0.0,101.0,340.0,231.0,75.0,594.0,0.0,909.0,669.0,1578.0,1578.0,LRPS,0,Others,Road start with R110 at matuail.,23.7130833,90.4525,Z1101,3459.5
3270,Z1102,Matuail-Shakerjaiga,LRPS,0,0.0,LRP006,1100,7.165,7.165,0.0,150.0,210.0,0.0,133.0,339.0,90.0,588.0,2247.0,375.0,221.0,2027.0,24.0,4132.0,2272.0,6404.0,6404.0,LRPS,0,Others,Road Start from N1 at Matul,23.6932497,90.4754993,Z1102,14227.5
3288,Z1125,Ekatabazar-Int.with R170,LRPS,0,0.0,LRP011,808,11.813,11.813,0.0,316.0,283.0,0.0,102.0,400.0,171.0,212.0,1509.0,282.0,169.0,185.0,0.0,3275.0,354.0,3629.0,3629.0,LRPS,0,Others,"Road start from N-1 at Boroitoli, Ekatabazar .",21.8322216,92.068916,Z1125,11839.5
3294,Z1126,Yancha-Int.with N1,LRPS,0,0.0,LRP010,2300,12.0,12.0,0.0,0.0,26.0,0.0,0.0,13.0,0.0,9.0,774.0,280.0,152.0,272.0,0.0,1102.0,424.0,1526.0,1526.0,LRPS,0,Others,Road Start From Z1005 at Yangcha Bazar,21.7232216,92.1615278,Z1126,2450.0
3300,Z1127,Lakkharchar-Bagguzra,LRPS,0,0.0,LRP010,930,10.87,10.87,0.0,12.0,60.0,0.0,0.0,62.0,16.0,3.0,784.0,312.0,344.0,667.0,0.0,1249.0,1011.0,2260.0,2260.0,LRPS,0,Others,Road Start from N1 at NCC Bank Old Bus Stand Chokaria.,21.7664444,92.0767216,Z1127,3602.0
3303,Z1128,Illasha Bazar-Bagguzra,LRPS,0,0.0,LRP005,2645,7.565,7.565,0.0,0.0,37.0,0.0,0.0,19.0,32.0,8.0,580.0,340.0,363.0,451.0,0.0,1016.0,814.0,1830.0,1830.0,LRPS,0,Others,Road start from R172 at Illasha Bazar.,21.7521389,91.9797216,Z1128,2606.5
3306,Z1129,Pir Malekghat-Azam,LRPS,0,0.0,LRP004,150,4.4,4.4,0.0,0.0,55.0,0.0,0.0,24.0,0.0,8.0,573.0,287.0,168.0,294.0,0.0,947.0,462.0,1409.0,1409.0,LRPS,0,Others,Road start from Darbarghat 100m Kutubdia.,21.8556111,92.875666,Z1129,2340.0
3309,Z1130,Dulahazra-Garzania,LRPS,0,0.0,LRPS,5640,5.64,5.64,0.0,89.0,166.0,0.0,134.0,166.0,48.0,62.0,650.0,343.0,261.0,490.0,0.0,1658.0,751.0,2409.0,2409.0,LRPS,0,Others,Road Start from N1 At Dulahazra,21.6576389,92.0750549,Z1130,6101.5
3312,Z1130,Garzania-Baisari,LRPS,5640,5.64,LRP023,985,24.258,18.618,0.0,89.0,166.0,0.0,134.0,166.0,48.0,62.0,650.0,343.0,261.0,490.0,0.0,1658.0,751.0,2409.0,2409.0,LRPS,0,Others,Road Start from N1 At Dulahazra,21.6576389,92.0750549,Z1130,6101.5
3315,Z1131,Khutakhali-Maheshkhali,LRPS,0,0.0,LRPS,6681,6.681,6.681,0.0,108.0,99.0,0.0,0.0,127.0,111.0,96.0,1765.0,426.0,201.0,309.0,0.0,2732.0,510.0,3242.0,3242.0,LRPS,0,Others,"Road start from N 1 at Khuta khali Bazar ,Chonoria.",21.6150278,92.0668604,Z1131,7178.5
3318,Z1132,Khuruskul Bridge-Eidgah,LRPS,0,0.0,LRP016,2507,18.142,18.142,0.0,108.0,99.0,0.0,0.0,127.0,111.0,96.0,1765.0,426.0,201.0,309.0,0.0,2732.0,510.0,3242.0,3242.0,LRPS,0,Others,Road start from R180 at Cox's Bazar main road.,21.4412497,91.9859441,Z1132,7178.5
3321,Z1133,Whykhong-Shaplapur,LRPS,0,0.0,LRP008,1538,9.608,9.608,0.0,15.0,43.0,0.0,0.0,63.0,0.0,0.0,194.0,74.0,72.0,160.0,0.0,389.0,232.0,621.0,621.0,LRPS,0,Others,Road start from N-1 At Whykhong More,21.1157222,92.1971941,Z1133,1394.0
3324,Z1134,Masterpara-Shantirhat,LRPS,0,0.0,LRP014,131,14.061,14.061,0.0,0.0,67.0,0.0,0.0,19.0,3.0,10.0,638.0,257.0,292.0,173.0,1.0,994.0,466.0,1460.0,1460.0,LRPS,0,Others,Start of Road,23.0105,91.4010556,Z1134,2456.0
3327,Z1135,Konkakhali-Demusian,LRPS,0,0.0,LRPS,2566,2.566,2.566,0.0,0.0,67.0,0.0,0.0,19.0,3.0,10.0,638.0,257.0,292.0,173.0,1.0,994.0,466.0,1460.0,1460.0,LRPS,0,Others,Road start from Kanakhola,21.7885274,91.9745549,Z1135,2456.0
3330,Z1136,Safaripark-Majirpura,LRPS,0,0.0,LRPS,1822,1.822,1.822,0.0,0.0,67.0,0.0,0.0,19.0,3.0,10.0,638.0,257.0,292.0,173.0,1.0,994.0,466.0,1460.0,1460.0,LRPS,0,Others,Road start from N1 at Dulahazar Safari Park gate,21.6688327,92.0759438,Z1136,2456.0
3333,Z1201,Kashba-Kuti (int.with N102),LRPS,0,0.0,LRP006,927,7.01,7.01,0.0,100.0,170.0,0.0,0.0,69.0,32.0,63.0,1653.0,702.0,246.0,216.0,0.0,2789.0,462.0,3251.0,3251.0,LRPS,0,Others,Road start from Kashba Rail Station.,23.7402219,91.1554722,Z1201,6967.0
3339,Z1202,Darkhar-Akhaura(int.with Z1216),LRPS,0,0.0,LRP007,3679,10.78,10.78,7.0,119.0,55.0,0.0,67.0,36.0,20.0,33.0,977.0,405.0,309.0,553.0,0.0,1719.0,862.0,2581.0,2581.0,LRPS,0,Others,Road start from N-102 at Dharkhar.,23.8393052,91.1566944,Z1202,5214.5
3348,Z1205,Int.with Z1206-Nabipur(int.with Z1042),LRPS,160,0.16,LRP003,1045,4.17,4.01,0.0,146.0,220.0,9.0,29.0,170.0,65.0,88.0,4284.0,414.0,125.0,417.0,17.0,5425.0,559.0,5984.0,5984.0,LRPS,0,Others,Start of Road from N102 at Companiganj.,23.637583,90.9708327,Z1205,13732.5
3354,Z1206,Companiganj-Nabinagar,LRPS,0,0.0,LRP028,465,28.86,28.86,0.0,145.0,211.0,10.0,26.0,170.0,65.0,100.0,4235.0,409.0,120.0,418.0,17.0,5371.0,555.0,5926.0,5926.0,LRPS,0,Others,Road start from Z-1205 at Companiganj Bazar,23.6377219,90.969416,Z1206,13582.0
3357,Z1210,Brahmanbaria-Lalpur,LRPS,0,0.0,LRPS,13639,13.639,13.639,0.0,0.0,147.0,1.0,0.0,124.0,35.0,28.0,3820.0,624.0,700.0,647.0,0.0,4779.0,1347.0,6126.0,6126.0,LRPS,0,Others,Road start from N-102 at Brahmanbaria.,23.8984997,91.1002222,Z1210,11106.0
3360,Z1216,Sultanpur-Akhaura(Int.with Z1202),LRPS,0,0.0,LRP009,1732,10.59,10.59,2.0,96.0,206.0,0.0,66.0,114.0,27.0,49.0,2757.0,325.0,94.0,279.0,0.0,3642.0,373.0,4015.0,4015.0,LRPS,0,Others,Road start from N102 at Sultanpur.,23.8856663,91.1346941,Z1216,9589.0
3372,Z1221,Nabipur (Int.with Z1205)-Shalpa(Int.with Z1042),LRPS,0,0.0,LRP016,10000,25.67,25.67,0.0,9.0,80.0,0.0,0.0,10.0,0.0,0.0,531.0,111.0,85.0,235.0,0.0,741.0,320.0,1061.0,1061.0,LRPS,0,Others,Start of Road from Z1205 at Nabipur.,23.6391663,90.9487497,Z1221,2132.5
3375,Z1401,Lalmai-Barura(Int.with Z1028),LRPS,0,0.0,LRP009,1440,9.499,9.499,1.0,194.0,231.0,1.0,156.0,111.0,12.0,61.0,1638.0,242.0,115.0,100.0,0.0,2647.0,215.0,2862.0,2862.0,LRPS,0,Others,Start of Road from R 140 at Lalmai,23.3513611,91.1386663,Z1401,8571.5
3384,Z1402,Baburhat-Matlab Dakhin (int.with Z1445),LRPS,0,0.0,LRP010,3425,13.632,13.632,0.0,75.0,68.0,0.0,38.0,44.0,1.0,72.0,1364.0,31.0,20.0,40.0,0.0,1693.0,60.0,1753.0,1753.0,LRPS,0,Others,Start of road from R140,23.2593889,90.6964997,Z1402,4552.0
3387,Z1402,Matlab Dakhin(int.with Z1445)-Narayanpur (int.with Z1482),LRP010,3425,13.632,LRP019,1354,20.429,6.797,0.0,75.0,68.0,0.0,38.0,44.0,1.0,72.0,1364.0,31.0,20.0,40.0,0.0,1693.0,60.0,1753.0,1753.0,LRP010,10.207,Km Post,Inf missing,23.3396108,90.7034722,Z1402,4552.0
3393,Z1403,Nanupur-Harina,LRPS,0,0.0,LRPS,10100,10.1,10.1,0.0,0.0,122.0,0.0,0.0,42.0,0.0,51.0,1955.0,179.0,120.0,372.0,0.0,2349.0,492.0,2841.0,2841.0,LRPS,0,Others,Start of road from N102 at Madhabpur,23.7113889,91.0589722,Z1403,5738.0
3399,Z1405,South Temohoni(int.with R145)-Bhabaniganj(int.with Z1429),LRPS,1552,1.552,LRP008,388,8.511,6.959,0.0,142.0,206.0,31.0,97.0,218.0,21.0,19.0,1530.0,610.0,303.0,338.0,0.0,2874.0,641.0,3515.0,3515.0,LRPS,0,Others,Intersection with R140 at Ramgotimore Beside p.c office lakshmipur.,22.9419719,90.8417219,Z1405,8746.5
3408,Z1407,Mudaffarganj-Chitoshi (int.with Z1430),LRPS,0,0.0,LRP012,877,12.973,12.973,0.0,32.0,75.0,0.0,1.0,24.0,7.0,12.0,795.0,124.0,97.0,110.0,0.0,1070.0,207.0,1277.0,1277.0,LRPS,0,Others,Start of Road from R140 at Muddafarganj.,23.2701938,91.0456108,Z1407,2836.5
3417,Z1411,Khajura-Barura,LRPS,0,0.0,LRP020,2305,19.71,19.71,0.0,24.0,97.0,0.0,0.0,20.0,0.0,5.0,624.0,398.0,766.0,330.0,5.0,1168.0,1101.0,2269.0,2269.0,LRPS,0,Others,Road start from R-140 at Khajura.,23.2628333,91.0067778,Z1411,3350.0
3423,Z1412,Nanupur(int.with R140)-Ramganj,LRPS,2529,2.529,LRPE,0,30.58,28.051,0.0,2.0,138.0,0.0,1.0,47.0,0.0,18.0,1681.0,349.0,311.0,139.0,1.0,2236.0,451.0,2687.0,2687.0,LRPS,0,Others,"Start of road at Cold Storage mor, Chandpur",23.2146944,90.6681104,Z1412,5283.5
3426,Z1413,Char Alaxander-Ramgati,LRPS,0,0.0,LRP012,1680,13.348,13.348,0.0,0.0,106.0,0.0,0.0,50.0,0.0,0.0,807.0,457.0,210.0,240.0,0.0,1420.0,450.0,1870.0,1870.0,LRPS,0,Others,Start from Z1405 at Alaxander.,22.6499441,90.9200549,Z1413,3408.0
3429,Z1414,Sawsan Ghat-Mudaffarganj,LRPS,0,0.0,LRP003,5200,8.02,8.02,22.0,208.0,249.0,53.0,0.0,64.0,6.0,20.0,1527.0,682.0,310.0,247.0,0.0,2831.0,557.0,3388.0,3388.0,LRPS,0,Others,Start of Road at Laksam ghat Sawan Intersection with R 141,23.2642222,91.1232493,Z1414,8534.0
3432,Z1416,Kallandi-Chanderhat Chourasta (int.with Z1448),LRPS,0,0.0,LRP005,2511,7.465,7.465,0.0,43.0,32.0,0.0,0.0,33.0,0.0,3.0,1043.0,191.0,140.0,126.0,0.0,1345.0,266.0,1611.0,1611.0,LRPS,0,Others,Start of road from N104 at Kallandi Bazar.,22.9575556,91.2267216,Z1416,3215.0
3444,Z1420,Chowmohoni-Chatar Paiya,LRPS,0,0.0,LRP012,5,11.7,11.7,2.0,45.0,122.0,0.0,0.0,37.0,1.0,9.0,2735.0,535.0,409.0,1702.0,13.0,3486.0,2124.0,5610.0,5610.0,LRPS,0,Others,Intersection with N104 at Choumohoni .,22.9460274,91.1230549,Z1420,9373.5
3456,Z1421,Chaterpaiya (Int.with Z1420)-Gazirhat (Int.with Z1444),LRP006,530,5.54,LRP015,1272,14.322,8.782,0.0,101.0,138.0,0.0,86.0,36.0,16.0,35.0,1460.0,300.0,318.0,280.0,0.0,2172.0,598.0,2770.0,2770.0,LRP006,5.01,Km Post,Information missing,23.0375552,91.1444997,Z1421,6282.0
3459,Z1422,Haziganj-Ramganj (Int.with R142),LRPS,0,0.0,LRP017,2054,17.61,17.61,9.0,267.0,302.0,111.0,2.0,116.0,7.0,55.0,2662.0,422.0,198.0,267.0,0.0,3953.0,465.0,4418.0,4418.0,LRPS,0,Others,Road start from R140 near Hajiganj.,23.2508611,90.8497497,Z1422,12007.0
3465,Z1423,Pepulia-Magbari,LRPS,0,0.0,LRP009,1798,10.189,10.189,0.0,12.0,113.0,0.0,0.0,2.0,0.0,0.0,300.0,137.0,156.0,154.0,0.0,564.0,310.0,874.0,874.0,LRPS,0,Others,"Start of Road at Pepulia, near Pupulia Bridge",23.36375,91.2025,Z1423,1866.0
3468,Z1424,Mannan Nagar-Steamer Gaht,LRPS,0,0.0,LRP029,360,28.7,28.7,1.0,140.0,265.0,10.0,126.0,101.0,21.0,14.0,1859.0,565.0,547.0,316.0,0.0,3102.0,863.0,3965.0,3965.0,LRPS,0,Others,Intersection with Z1405 at Mannan Nagar.,22.7962219,91.0672771,Z1424,9293.5
3471,Z1425,Boktarmunshi-Daganbhuiyan,LRPS,0,0.0,LRP001,14375,15.39,15.39,0.0,3.0,18.0,0.0,0.0,12.0,0.0,0.0,1206.0,289.0,388.0,523.0,0.0,1528.0,911.0,2439.0,2439.0,LRPS,0,Others,Start of road from Z1034 at Boktarmunshi.,22.9011667,91.4026389,Z1425,3628.0
3474,Z1426,Chatkhil-Chandraganj,LRPS,0,0.0,LRP013,1015,13.295,13.295,0.0,13.0,18.0,0.0,0.0,17.0,29.0,12.0,1397.0,346.0,189.0,243.0,0.0,1832.0,432.0,2264.0,2264.0,LRPS,0,Others,Road start from R142 at.,23.0594444,90.9855552,Z1426,3915.5
3477,Z1429,Maijdee-Dasherhat(int.with Z1432),LRPS,0,0.0,LRP018,304,17.254,17.254,0.0,35.0,117.0,0.0,0.0,3.0,0.0,4.0,1577.0,637.0,481.0,335.0,0.0,2373.0,816.0,3189.0,3189.0,LRPS,0,Others,Start of Road from N104 at Maijdee.,22.8654167,91.0969719,Z1429,5492.5
3483,Z1430,Chatkhil-Chitoshi(int.with Z1407),LRPS,0,0.0,LRP009,6739,14.49,14.49,0.0,78.0,0.0,0.0,5.0,0.0,0.0,4.0,801.0,419.0,472.0,497.0,2.0,1307.0,971.0,2278.0,2278.0,LRPS,0,Others,Start of road from R142 at Chatkhil.,23.0594167,90.9870552,Z1430,3422.0
3486,Z1430,Chitoshi(int.with Z1407)-Kalibari(int.with Z1824),LRP009,6739,14.49,LRP019,8920,26.479,11.989,0.0,78.0,0.0,0.0,5.0,0.0,0.0,4.0,801.0,419.0,472.0,497.0,2.0,1307.0,971.0,2278.0,2278.0,LRP009,7.751,Km Post,Chitoshi bazar 6.5 km,23.1142222,90.999583,Z1430,3422.0
3489,Z1432,Daserhat-Mandari,LRPS,0,0.0,LRP009,1011,8.721,8.721,0.0,34.0,64.0,0.0,0.0,5.0,1.0,1.0,623.0,240.0,367.0,249.0,0.0,968.0,616.0,1584.0,1584.0,LRPS,0,Others,Start of road from Z1429 at Daserhat.,22.8874163,90.9533333,Z1432,2669.5
3492,Z1433,Kalar Dokaner More(int.with Z1425)- Bashurhat(int.with Z1441),LRPS,0,0.0,LRP010,6,10.2,10.2,0.0,34.0,64.0,0.0,0.0,5.0,1.0,1.0,623.0,240.0,367.0,249.0,0.0,968.0,616.0,1584.0,1584.0,LRPS,0,Others,Road Start Z1425 at Kalar Dokaner More,22.9343608,91.3200549,Z1433,2669.5
3495,Z1434,Sonagazi-Companiganj,LRPS,0,0.0,LRP019,1018,19.803,19.803,0.0,0.0,111.0,0.0,0.0,20.0,0.0,0.0,977.0,288.0,298.0,578.0,0.0,1396.0,876.0,2272.0,2272.0,LRPS,0,Others,Start of road Z1034 at Sonagazi.,22.8491663,91.3916663,Z1434,3846.0
3498,Z1436,Paniwala Bazar-Dasgharia Bazar,LRPS,0,0.0,LRP008,1010,8.55,8.55,0.0,57.0,63.0,0.0,0.0,14.0,1.0,6.0,355.0,319.0,361.0,322.0,0.0,815.0,683.0,1498.0,1498.0,LRPS,0,Others,"Road start from Z1407,Paniwala.",23.1306382,90.9153056,Z1436,2519.5
3510,Z1440,Int.with Z1405-int.with N104,LRPS,0,0.0,LRPS,440,0.44,0.44,0.0,86.0,63.0,2.0,0.0,74.0,8.0,29.0,1450.0,502.0,442.0,196.0,0.0,2214.0,638.0,2852.0,2852.0,LRPS,0,Others,Road start from Z 1405 at Sonapur,22.8250271,91.0988052,Z1440,5443.0
3513,Z1441,Sonapur-Din Monirhat (int.with Z1508),LRPS,0,0.0,LRP003,119,3.146,3.146,0.0,86.0,63.0,2.0,0.0,74.0,8.0,29.0,1450.0,502.0,442.0,196.0,0.0,2214.0,638.0,2852.0,2852.0,LRPS,0,Others,Intersection with N-104 at Sonapur.,22.8257493,91.1014167,Z1441,5443.0
3516,Z1441,Basurhat (int.with Z1434)-Daganbhuyan,LRP021,208,21.462,LRP029,1534,30.26,8.798,0.0,42.0,73.0,23.0,35.0,63.0,11.0,75.0,1936.0,753.0,520.0,343.0,0.0,3011.0,863.0,3874.0,3874.0,LRP021,21.254,Km Post,Bashurhat 1 km,22.8730549,91.2750271,Z1441,7019.0
